단지코드,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
A12013101,238,3,설치,미설치,4,0,입주민전용,,0시 0분,시 분,23시 59분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|4|LG유플러스|,4,0,없음
A12013201,295,8,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|4|차지비|,0,4,없음
A12013202,668,9,설치,설치,8,6,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지하|벽부형충전기|AC3상 7핀|완속|6|차지비|,◆2◆|지상|스탠드형충전기|직접입력|완속|8|나이스|",8,6,없음
A12017001,793,15,설치,설치,10,0,입주민전용,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|11|파워큐브코리아|,◆2◆|지상|스탠드형충전기|AC3상 7핀|완속|9|아이파킹|,◆3◆|지상|스탠드형충전기|AC3상 7핀|급속|1|아이파킹|",10,11,없음
A12070101,687,89,미설치,설치,0,14,,입주민전용,시 분,1시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|직접입력|완속|1|한전|,◆2◆|지하|스탠드형충전기|직접입력|급속|1|한전|,◆3◆|지하|벽부형충전기|직접입력|완속|4|플러그링크|,◆4◆|지하|벽부형충전기|직접입력|완속|8|파워큐브|",0,14,있음
A12070201,203,6,미설치,설치,0,18,,,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|18|(주)파워큐브코리아|,0,18,없음
A12071001,300,2,미설치,설치,0,5,,,시 분,0시 23분,시 분,0시 23분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|한국알박|,0,5,없음
A12071002,257,10,설치,설치,2,2,입주민전용,입주민전용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|에버온|",2,2,없음
A12071003,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A12071101,890,10,미설치,설치,0,1,,외부인허용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|,0,1,없음
A12071102,198,4,미설치,설치,0,4,,입주민전용,시 분,1시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|지커넥트|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|플러그링크|",0,4,없음
A12071103,250,2,설치,미설치,4,0,,,0시 0분,시 분,23시 1분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|4|(주)차지비|,4,0,없음
A12071104,54,0,미설치,미설치,24,26,,,시 분,시 분,시 분,시 분,,,,없음
A12072801,570,13,미설치,설치,0,13,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|차지비|,0,3,있음
A12072802,98,1,미설치,설치,0,3,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|한국전기차인프라기술|,◆2◆|지하|벽부형충전기|AC단상 5핀|급속|1|GS커넥트|",0,3,없음
A12076601,115,2,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A12078201,120,2,미설치,미설치,0,2,,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A12078704,1003,2,미설치,설치,0,4,,,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|4|지커넥트|,0,4,없음
A12078705,791,11,설치,설치,12,12,입주민전용,입주민전용,23시 59분,23시 59분,23시 59분,23시 59분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|12|이지차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|12|이지차저|",12,12,없음
A12078706,200,3,미설치,설치,0,6,,,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|차지비|,0,6,있음
A12078707,250,0,미설치,미설치,0,3,외부인허용,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A12079501,836,17,미설치,설치,15,11,,,시 분,23시 59분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|15|프러그링크|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|애버온|",0,25,없음
A12079601,400,1,미설치,설치,0,11,,입주민전용,시 분,1시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|티움코리아|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|4|현대엔지니어링|",0,8,없음
A12081602,310,6,미설치,설치,0,6,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|6|알박|,0,6,없음
A12081703,672,8,설치,미설치,7,0,입주민전용,입주민전용,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|현대엔지니어링(주)|,7,0,없음
A12084302,265,0,설치,미설치,4,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|4|에버온|,4,0,없음
A12084504,616,5,설치,미설치,5,0,입주민전용,,0시 0분,시 분,23시 59분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|5|에버온|,5,0,없음
A12085303,975,3,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|21|홈앤서비스|",0,26,없음
A12086001,170,3,미설치,설치,0,0,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|차지비|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|33|파워큐브코리아|",0,37,없음
A12101001,1,1,미설치,설치,0,3,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|(주)에버온|,0,3,없음
A12102002,325,11,미설치,설치,0,12,,입주민전용,,23시 59분,,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|12|한국전자금융|,0,12,없음
A12102005,465,3,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A12102008,856,8,미설치,설치,0,8,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|채지비|,0,8,없음
A12103002,376,5,설치,미설치,10,0,,입주민전용,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|10|한국전자금융|,10,0,없음
A12103006,242,1,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|엘지유플러스 볼트업|,0,6,없음
A12104001,212,2,미설치,미설치,3,0,외부인허용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A12104005,1380,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A12104007,1,1,설치,미설치,1,0,입주민전용,,0시 10분,,9시 10분,,◆1◆|지상|스탠드형충전기|AC3상 7핀|급속|2|대영채비|,2,0,없음
A12105001,292,0,설치,설치,6,4,입주민전용,입주민전용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|(주)이엘일렉트릭|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|9|홈앤차지(주)|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|3|(주)클린이엑스|,◆4◆|지하|스탠드형충전기|AC3상 7핀|급속|1|KEPCOLUG|",6,13,없음
A12106001,510,22,미설치,설치,0,14,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|LGU+|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|1|한국전력|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한국전력|,◆4◆|지하|이동형충전기|AC단상 5핀|완속|10|파워큐브|",0,24,없음
A12109001,819,19,미설치,설치,0,19,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|나이스차지|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|클린일렉스|",0,19,없음
A12109002,652,10,설치,설치,2,12,입주민전용,입주민전용,1시 1분,1시 1분,23시 59분,23시 29분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|이지차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|12|이지차저|",2,12,없음
A12111001,204,7,설치,미설치,4,0,입주민전용,,0시 0분,시 분,23시 59분,시 분,◆1◆|지상|스탠드형충전기|DC차데모 10핀|완속|4|(주)플러그링크|,4,0,없음
A12112001,289,1,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A12112002,646,5,미설치,설치,0,12,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|스타코프|,0,12,없음
A12114001,651,10,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|퍼스트텔레콤|,0,6,없음
A12115001,984,0,미설치,설치,0,20,,입주민전용,시 분,22시 0분,시 분,22시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|14|파워큐브|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|6|파워큐브|",0,20,없음
A12119004,555,20,설치,미설치,12,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|파워큐브|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|10|에버온|",12,0,있음
A12119006,809,10,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|알박|,0,5,없음
A12119007,758,12,미설치,설치,0,13,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|이동형충전기|AC단상 5핀|완속|92|파원큐브코리아|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|12|파원큐브코리아|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|",0,105,없음
A12123001,248,4,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|나이스|,0,4,없음
A12125001,219,5,미설치,설치,0,5,,입주민전용,시 분,6시 10분,시 분,23시 50분,◆1◆|지하|벽부형충전기|직접입력|완속|5|한국전자금융(주)|,0,5,없음
A12125202,1113,15,미설치,설치,0,20,,입주민전용,시 분,0시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|(주)클린일렉스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|14|LG U+|",0,20,없음
A12127001,642,21,미설치,설치,0,11,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|(주)신세계아이앤씨|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|(주)신세계아이앤씨|",0,11,없음
A12127002,793,20,미설치,설치,0,15,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|직접입력|완속|26|GS차지비|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|1|아이파킹|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|14|아이파킹|",0,41,없음
A12127003,700,50,미설치,설치,0,21,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|DC차데모 10핀|급속|1|한전|,◆2◆|지하|벽부형충전기|직접입력|완속|2|한전|",0,3,없음
A12127004,723,8,미설치,설치,0,16,,입주민전용,시 분,0시 24분,시 분,0시 24분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|16|스타코프|,0,16,없음
A12127005,1000,20,미설치,설치,0,0,,입주민전용,시 분,9시 0분,시 분,9시 0분,"◆1◆|지하|이동형충전기|직접입력|완속|46|파워큐브|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|6|아이마켓코리아|",0,52,없음
A12127006,1050,15,미설치,설치,0,20,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|완속|20|이지차저|,◆2◆|지하|벽부형충전기|직접입력|완속|2|파워큐브|",0,22,없음
A12127007,618,10,미설치,설치,0,13,,입주민전용,시 분,23시 1분,시 분,23시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|13|g차저|,0,13,없음
A12127008,650,2,미설치,설치,0,32,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|32|스타코프|,0,32,없음
A12170401,0,0,미설치,미설치,0,0,외부인허용,외부인허용,,,,,,,,없음
A12170402,645,25,미설치,설치,0,25,입주민전용,입주민전용,,0시 0분,,23시 0분,"◆1◆|지하|벽부형충전기|AC3상 7핀|완속|5|한국전기차충전서비스|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|15|(주)지커넥트|",0,20,없음
A12170601,635,13,설치,설치,5,8,입주민전용,입주민전용,0시 23분,0시 23분,0시 23분,0시 23분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|파워큐브코리아|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|5|한국전자금융|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|3|한국전자금융|",5,8,없음
A12170602,157,0,미설치,설치,0,4,입주민전용,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|지에스커넥트|,0,4,없음
A12170603,1650,10,미설치,설치,0,27,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|주) 스타코프|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|19|한국전자금융|",0,27,없음
A12170702,630,10,미설치,설치,0,13,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|13|알박|,0,13,없음
A12171101,412,11,미설치,설치,0,4,,외부인허용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|에버온인프라|,0,4,있음
A12171201,406,6,미설치,설치,0,7,,외부인허용,0시 0분,23시 59분,0시 0분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|에버온|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|9|에버온|",9,7,없음
A12172201,2,2,미설치,설치,0,2,,입주민전용,시 분,0시 1분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한전|,◆2◆|지하|스탠드형충전기|AC3상 7핀|완속|1|한전|",0,2,없음
A12172401,691,5,미설치,설치,0,42,,입주민전용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|급속|2|한전|,◆2◆|지하|벽부형충전기|직접입력|완속|10|이지차저|,◆3◆|지하|벽부형충전기|직접입력|완속|30|스타코프|",0,42,있음
A12172402,40,0,미설치,미설치,0,0,입주민전용,,시 분,시 분,시 분,시 분,,,,없음
A12174601,1205,20,미설치,설치,0,12,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|3|켑코플러그|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|1|켑코플러그|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|8|에버온|",0,12,없음
A12175203,4690,39,미설치,설치,0,92,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|18|한국전력|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|74|파워큐브|",0,92,없음
A12177801,276,12,미설치,설치,0,7,,외부인허용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)클린일렉스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|엘지유플러스|",0,7,없음
A12177802,90,2,미설치,설치,0,4,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|4|지에스커넥트(주)|,0,4,없음
A12179001,347,6,미설치,설치,4,3,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|캡코플러그|,0,2,없음
A12179002,320,1,미설치,설치,0,6,입주민전용,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC콤보 7핀|급속|20|스타코프|,0,20,없음
A12179004,895,30,미설치,설치,0,19,입주민전용,입주민전용,,0시 0분,,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|19|마포펜트라우스|,0,19,없음
A12179005,240,10,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한전|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|플러그링크|",0,5,있음
A12179501,192,4,미설치,설치,0,4,,,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|에버온|,0,4,없음
A12179502,0,3,미설치,설치,0,2,,입주민전용,,0시 0분,,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|이지차저|,0,2,없음
A12179504,1100,15,미설치,설치,0,24,,입주민전용,시 분,1시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|완속|24|에버온,이지차저|",0,24,없음
A12179505,508,4,미설치,설치,0,0,,입주민전용,시 분,5시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|차지비|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|차지비|",0,9,있음
A12179508,979,14,설치,설치,2,6,,,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|6|에버온|",2,6,없음
A12180401,181,5,설치,미설치,1,0,입주민전용,,1시 1분,시 분,23시 59분,시 분,◆1◆|지상|벽부형충전기|AC3상 7핀|완속|1|파워큐브|,1,0,없음
A12180404,1,1,미설치,설치,0,2,,입주민전용,시 분,23시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|플러그링크|,0,2,없음
A12180407,740,37,미설치,설치,0,14,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|14|에버온|,0,14,없음
A12180506,750,20,설치,설치,0,0,외부인허용,외부인허용,12시 1분,12시 1분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|초급속|6|(주)차지비|,◆2◆|지상|벽부형충전기|AC단상 5핀|초급속|8|(주)이지차저|",8,6,없음
A12181101,195,1,미설치,설치,0,4,,입주민전용,시 분,12시 30분,시 분,12시 30분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|에버온|,0,4,없음
