단지코드,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
A10027633,704,12,미설치,설치,0,12,,입주민전용,시 분,1시 1분,시 분,24시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|파워큐브|,0,12,있음
A10027638,106,0,설치,설치,4,1,,,0시 0분,0시 0분,24시 0분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|1|(주)클린일렉스앤컴퍼니|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|4|(주)에버온|",4,1,없음
A10027670,529,20,미설치,설치,0,10,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|13|(주)에버온|,0,13,있음
A10027681,334,15,미설치,설치,0,11,입주민전용,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|급속|11|파워큐브|,0,11,없음
A10027684,205,10,미설치,설치,0,4,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|1|kt|,◆2◆|지하|스탠드형충전기|AC3상 7핀|완속|3|일렉트로닉|",0,4,없음
A10027687,795,125,미설치,설치,0,4,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|완속|3|한국전력공사|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|한국전력공사|",0,4,없음
A10027708,231,8,미설치,설치,0,0,,입주민전용,시 분,23시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|급속|2|한국전력(주)|,0,2,없음
A10027714,1019,56,미설치,설치,0,19,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|19|알박|,0,19,없음
A10027716,650,11,미설치,설치,0,0,,,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|11|지에스커넥트(주)|,0,11,있음
A10027744,716,20,미설치,설치,0,7,,입주민전용,시 분,0시 59분,시 분,0시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|7|나이스인프라|,0,7,없음
A10027748,412,50,미설치,설치,0,11,,외부인허용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|11|차지비|,0,11,없음
A10027755,1146,30,미설치,설치,0,24,,입주민전용,시 분,1시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|19|(주)씨어스/한솔엠에스|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|3|한전|",0,23,없음
A10027764,74,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A10027775,40,0,설치,미설치,3,0,입주민전용,,6시 0분,시 분,10시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|3|에버온|,3,0,없음
A10027800,3274,61,미설치,설치,0,59,,입주민전용,시 분,23시 1분,시 분,22시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|케이차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|20|차지비|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|34|차지비|,◆4◆|지하|스탠드형충전기|DC콤보 7핀|급속|2|한전|",0,59,있음
A10027816,1609,30,미설치,설치,0,14,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|10|클린일렉스|,◆2◆|지하|스탠드형충전기|직접입력|급속|4|중앙제어|",0,14,있음
A10027817,5721,20,미설치,설치,0,291,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|51|에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|대영채비|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|237|GS차지비|",0,291,없음
A10027849,352,20,미설치,설치,0,7,,입주민전용,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|(주)LG유플러스 볼트업|,0,7,없음
A10027851,1154,30,미설치,설치,0,26,,입주민전용,시 분,0시 58분,시 분,0시 58분,"◆1◆|지하|벽부형충전기|AC3상 7핀|완속|5|파워큐버|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|21|이지차저|",0,26,없음
A10027877,59,2,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10027881,200,0,미설치,설치,0,1,입주민전용,,시 분,0시 1분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|(주)딜라이브|,0,1,없음
A10027901,9,9,미설치,설치,0,9,,,시 분,,시 분,,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|용산kcc웰츠타워|,0,9,없음
A10027902,385,12,미설치,설치,0,8,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|8|나이스차저|,0,8,없음
A10027906,1367,27,미설치,설치,0,27,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|27|에버온|,0,27,없음
A10027908,1200,40,미설치,설치,0,25,입주민전용,입주민전용,,0시 0분,,23시 59분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|한국전력|,◆2◆|지하|스탠드형충전기|AC3상 7핀|완속|2|한국전력|,◆3◆|지하|벽부형충전기|AC3상 7핀|완속|2|차지비|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|20|차지인과금형콘센트|,◆5◆|지하|벽부형충전기|AC3상 7핀|완속|10|에버온|",0,35,없음
A10027912,439,7,미설치,설치,0,2,,입주민전용,시 분,23시 10분,시 분,23시 10분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|kt파워큐브|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한국전력|",0,8,없음
A10027920,2015,10,미설치,설치,0,42,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|급속|4|에비온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|38|나이스|",0,42,없음
A10027935,134,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10027948,382,8,미설치,설치,0,18,,외부인허용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|DC차데모 10핀|급속|1|한국전력|,◆2◆|지하|스탠드형충전기|DC차데모 10핀|완속|4|(주)이지차저|,◆3◆|지하|벽부형충전기|DC차데모 10핀|완속|13|나이스차저|",0,18,있음
A10027951,99,0,미설치,설치,0,3,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|3|gs커넥트|,0,3,없음
A10027985,1701,80,미설치,설치,0,28,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|4|한전|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|23|지차저|,◆3◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|",0,28,없음
A10028000,4,4,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|4|GS커넥터|,0,4,없음
A10028001,558,5,미설치,설치,0,17,,입주민전용,,0시 1분,,23시 59분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,◆4◆|지하|벽부형충전기|직접입력|완속|24|차지인|,◆5◆|지하|벽부형충전기|AC단상 5핀|완속|9|파워큐브|",0,41,있음
A10028006,673,10,미설치,설치,0,0,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|이동형충전기|AC단상 5핀|완속|11|휴맥스,한전,아파트|",0,11,없음
A10028021,1170,46,미설치,설치,0,12,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|파워큐브코리아|,0,12,없음
A10028033,332,8,미설치,설치,0,7,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|7|(주)차지비|,0,7,없음
A10028042,68,1,설치,미설치,2,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|나이스인프라(주)|,2,0,없음
A10028046,432,24,미설치,설치,0,24,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|이동형충전기|AC단상 5핀|완속|24|파워큐브|,0,24,없음
A10028056,120,1,미설치,설치,0,10,,외부인허용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|gs커넥트(주)|,0,4,없음
A10028063,197,0,미설치,미설치,0,0,,,,,,,,,,없음
A10028080,337,3,미설치,미설치,0,3,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A10028086,1067,52,미설치,설치,0,16,,외부인허용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한국전력공사강동지사|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|15|파워큐브|",0,16,없음
A10028105,594,0,미설치,설치,0,22,입주민전용,입주민전용,,0시 0분,,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|22|파워큐브|,0,22,없음
A10028146,460,16,미설치,설치,0,5,,입주민전용,시 분,1시 0분,시 분,23시 0분,"◆1◆|지하|스탠드형충전기|DC차데모 10핀|완속|2|한국전력공사|,◆2◆|지하|벽부형충전기|DC차데모 10핀|완속|3|(주)클린일렉스|",0,5,없음
A10028172,5,5,설치,설치,10,7,,,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한전 강남지사|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|(쥬)타디스테크놀로|,◆3◆|지하|스탠드형충전기|AC3상 7핀|완속|1|한전 강남지사|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|18|한화솔루션(주)|,◆5◆|지상|벽부형충전기|AC단상 5핀|완속|15|한화솔루션(주)|",15,23,있음
A10028177,5,5,미설치,설치,0,12,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|이지자처|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|4|에버온|,◆3◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력|,◆4◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력|",0,12,없음
A10028201,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10044001,160,0,설치,미설치,3,0,,,,시 분,,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|3|대상파워텍|,3,0,없음
A10044002,1904,138,설치,미설치,39,0,외부인허용,,0시 0분,시 분,23시 59분,시 분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|급속|2|한국전력|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|15|이카플러그|,◆3◆|지상|벽부형충전기|AC단상 5핀|완속|2|한국전력|,◆4◆|지상|벽부형충전기|AC단상 5핀|완속|20|나이스|,◆5◆|지상|이동형충전기|직접입력|완속|50|홈엔서비스|",89,0,없음
A10045001,631,10,미설치,설치,0,0,,외부인허용,시 분,0시 0분,시 분,23시 30분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|13|나이스차저|,0,13,있음
A10045002,1200,6,미설치,설치,0,21,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|11|나이스차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|이지차저|",0,21,없음
A10045301,1197,12,미설치,설치,0,17,,입주민전용,시 분,1시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|이지차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|레드이엔지(주)|",0,17,없음
A10045302,3740,20,설치,미설치,0,0,입주민전용,입주민전용,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|벽부형충전기|AC단상 5핀|완속|67|LGU+볼트업|,67,0,있음
A10045401,148,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10045402,200,7,설치,설치,3,1,입주민전용,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|에버온|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|3|에버온|",3,1,없음
A10045403,1277,26,설치,설치,24,26,,입주민전용,24시 10분,24시 10분,24시 10분,24시 10분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|16|이지차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|에버온|,◆3◆|지상|벽부형충전기|AC단상 5핀|완속|24|서울씨앤지|",24,26,없음
A10045404,1820,49,미설치,설치,0,45,,입주민전용,시 분,0시 1분,시 분,23시 1분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|125|(주)에버온|,0,125,없음
A10045601,753,5,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10071301,536,10,미설치,설치,0,12,,입주민전용,,0시 24분,,0시 24분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|10|파워큐브|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|완속|2|파워큐브|",0,12,없음
A10072501,470,20,미설치,설치,0,13,,입주민전용,시 분,0시 23분,시 분,0시 0분,"◆1◆|지하|이동형충전기|AC단상 5핀|완속|24|홈앤서비스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|7|(주)지커넥트|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|4|SK일렉링크|,◆4◆|지하|스탠드형충전기|AC단상 5핀|완속|1|한국전력공사|,◆5◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력공사|",0,37,없음
A10078103,97,1,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10078901,0,0,미설치,설치,0,28,,외부인허용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|직접입력|완속|30|홈앤서비스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|에버온|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|10|나이스차저|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|5|지커넥터|",0,50,없음
A10078902,95,1,미설치,설치,0,8,,외부인허용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|에스트레픽|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|6|에버온|",0,8,없음
A10080701,221,10,설치,미설치,10,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|10|파워큐브코리아|,10,0,없음
A10085902,178,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10085903,890,30,미설치,설치,0,0,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|완속|12|스타코프|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|자지비|",0,14,없음
A10086301,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A10086801,413,11,미설치,설치,0,10,입주민전용,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|이엘일렉트릭|,0,10,없음
A10088101,432,10,미설치,설치,0,12,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|(주)지커넥트GS|,0,12,없음
A10088102,593,15,미설치,설치,0,16,,,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC3상 7핀|급속|1|한국전력|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|8|GS커넥트|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|7|신세계아이앤씨|",0,16,없음
A10095501,80,0,미설치,미설치,0,0,,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A10095502,350,20,미설치,설치,0,6,,,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|나이스차지|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|5|나이스차지|",0,6,없음
A11001203,190,3,설치,설치,0,0,,,0시 0분,0시 0분,24시 0분,24시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|현대엔지니어링|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|1|현대엔지니어링|",2,1,없음
A11005401,1123,0,미설치,설치,0,40,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|48|홈앤차지|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|33|에버온|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|3|차지비|,◆4◆|지하|스탠드형충전기|AC단상 5핀|완속|3|KEPCO 한국전력|,◆5◆|지하|벽부형충전기|AC단상 5핀|완속|47|스타코프|,◆6◆|지하|스탠드형충전기|직접입력|급속|1|KEPCO 한국전력|",0,135,없음
A11007001,271,7,미설치,설치,0,2,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력|,0,2,없음
A11008001,200,0,설치,설치,1,3,,입주민전용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|1|에버원|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|한국전기차인프라기술|",1,3,없음
A11034001,253,0,미설치,미설치,0,0,,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A11041001,447,15,미설치,설치,0,2,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|2|한국전력|,0,2,없음
A11052201,476,1,미설치,설치,0,3,,외부인허용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|kepco|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|1|kepco|",0,3,없음
A11054101,532,4,미설치,설치,0,3,,,,0시 0분,,24시 0분,◆1◆|지하|스탠드형충전기|AC3상 7핀|완속|3|한전|,0,3,없음
A11054301,7,7,설치,미설치,6,0,입주민전용,,9시 0분,시 분,23시 59분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|GS컨넥트|,6,0,없음
A11055002,342,2,미설치,설치,0,7,,입주민전용,시 분,24시 1분,시 분,24시 1분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|2|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|한국알박|",0,7,있음
A11077101,837,20,미설치,설치,0,3,,입주민전용,시 분,1시 1분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|초급속|2|(주)시그넷시스템|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|1|클린일렉스앤컴퍼니|",0,3,없음
A11081302,1123,50,미설치,설치,0,15,,입주민전용,시 분,0시 23분,시 분,0시 23분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|에버온|,0,15,없음
A11081503,1450,20,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A11084601,287,10,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|플러그링크|,0,5,없음
A11087601,316,7,미설치,설치,0,7,입주민전용,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|차지비|,0,7,없음
A11087602,502,17,설치,설치,3,8,입주민전용,입주민전용,0시 0분,0시 0분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|sk일렉링크|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|3|sk일렉링크|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|4|코스텔|,◆4◆|지하|스탠드형충전기|AC3상 7핀|급속|1|시그넷시스템|",3,8,없음
A12003001,186,3,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|벽부형충전기|직접입력|완속|4|GS|,◆2◆|지하|이동형충전기|직접입력|완속|1|콘센트형 5대|",0,5,없음
A12004001,789,40,설치,미설치,16,0,입주민전용,,0시 0분,시 분,23시 0분,시 분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|4|에버온|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|12|한화솔루션|",16,0,없음
A12005001,284,6,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|6|(주)차지비|,0,6,없음
A12007001,1084,10,미설치,설치,0,19,,입주민전용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|16|위브차저|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|에비온|",0,19,없음
A12008001,250,5,미설치,설치,0,5,,외부인허용,시 분,0시 1분,시 분,23시 0분,◆1◆|지하|이동형충전기|AC단상 5핀|완속|5|스타코프|,0,5,없음
A12008003,1461,20,미설치,설치,0,20,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|20|스타코프|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|27|나이스차져|",0,47,있음
A12009001,45,0,미설치,미설치,0,0,외부인허용,외부인허용,시 분,시 분,시 분,시 분,,,,없음
A12009101,195,0,미설치,설치,0,5,,,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|직접입력|완속|5|현대엔지니어링(주)|,0,5,없음
A12009102,713,10,미설치,설치,0,3,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|급속|3|차지비|,0,3,없음
A12009201,242,3,미설치,설치,0,7,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|7|파워큐브|,0,7,없음
A12009202,550,5,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|6|나이스차저|",0,11,없음
A12009203,966,16,설치,설치,4,12,,,0시 0분,0시 0분,24시 0분,24시 0분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|4|현대자동차|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|12|(주)차지인|",4,12,없음
A12009302,264,10,설치,설치,5,5,입주민전용,입주민전용,12시 0분,12시 0분,23시 59분,23시 59분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|5|차지비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|",5,5,없음
A12009303,5,5,설치,미설치,3,0,입주민전용,,0시 1분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|에버온|,3,0,없음
A12009304,620,0,설치,설치,5,4,,,24시 0분,24시 0분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|5|spharos|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|4|evzone|",5,4,없음
A12009305,769,5,설치,설치,6,10,외부인허용,외부인허용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|10|차지인|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|5|서울씨엔지(주)|,◆3◆|지상|벽부형충전기|DC콤보 7핀|급속|1|서울씨엔지(주)|",6,10,없음
A12010001,264,10,미설치,설치,0,2,,입주민전용,시 분,1시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|2|에버온|,0,2,있음
A12010101,114,0,설치,미설치,3,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|에버딘|,3,0,없음
A12010103,256,4,미설치,설치,0,4,,입주민전용,시 분,1시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC차데모 10핀|완속|4|홈앤서비스|,0,4,없음
A12010104,1260,25,설치,미설치,25,0,입주민전용,,24시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|25|롯데이브이시스|,25,0,없음
A12010202,462,6,설치,설치,11,5,입주민전용,입주민전용,23시 0분,23시 0분,23시 0분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|이지차저|,◆2◆|지상|스탠드형충전기|AC단상 5핀|급속|1|하나솔루션|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|10|하나솔루션|",11,5,없음
A12010203,570,7,미설치,설치,0,6,,입주민전용,시 분,23시 29분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|3|에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|이지차저|",0,6,없음
A12011002,642,5,미설치,설치,0,15,,,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|드림이엔지|,◆2◆|지하|스탠드형충전기|직접입력|완속|3|한전|",0,15,없음
A12012101,610,12,미설치,설치,0,12,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|12|이지차저|,0,12,없음
A12012201,197,5,미설치,설치,0,11,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|직접입력|완속|2|한국전기차인프라기술|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|3|지에스차지비|",0,5,없음
A12012202,1429,18,미설치,설치,0,27,,입주민전용,시 분,0시 1분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|26|1533-2522|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|1|1533-2522|",0,27,있음
A12012203,10,10,미설치,설치,0,10,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|10|(주)에버온|,0,10,없음
A12013001,2,2,미설치,설치,0,2,,입주민전용,시 분,1시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|2|...|,0,2,없음
A12013002,466,11,미설치,설치,0,9,,외부인허용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|차지비, 에버온|,◆2◆|지하|스탠드형충전기|AC3상 7핀|급속|1|한국전력|",0,9,없음
A12013003,4895,46,미설치,설치,0,99,,입주민전용,,0시 0분,,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|98|나이스차저,파워큐브|,◆2◆|지하|벽부형충전기|AC3상 7핀|급속|1|한전|",0,99,없음
