시군구,동리,단지코드,단지명,단지분류,도로명주소,분양형태,사용승인일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형
노원구,중계동,A13922903,중계대림벽산,아파트,서울특별시 노원구 한글비석로8길 20,분양,19930630,6,400,400,0,위탁관리,중앙난방,계단식
노원구,상계동,A13981606,상계대동아파트,아파트,서울특별시 노원구 상계로26길 20,분양,20010522,3,358,358,0,위탁관리,개별난방,계단식
강북구,번동,A14206003,번동1단지주공아파트,아파트,서울특별시 강북구 한천로105길 23,분양,19910518,14,1430,1430,0,위탁관리,중앙난방,복도식
광진구,광장동,A14375302,워커힐푸르지오,아파트,서울특별시 광진구 아차산로78길 12,분양,19870302,2,200,200,0,위탁관리,개별난방,계단식
광진구,광장동,A14380414,극동2차아파트,아파트,서울특별시 광진구 아차산로 552,분양,19890324,11,896,896,0,위탁관리,중앙난방,계단식
영등포구,신길동,A15005603,신길삼성,아파트,서울특별시 영등포구 여의대방로 45,분양,19840414,2,384,384,0,위탁관리,중앙난방,복도식
영등포구,양평동3가,A15010301,양평우림루미아트,아파트,서울특별시 영등포구 선유로33길 23,분양,20041012,2,170,170,0,위탁관리,개별난방,계단식
관악구,신림동,A15101702,관악산휴먼시아3단지,아파트,서울특별시 관악구 난곡로 63,임대,20080313,4,512,0,512,위탁관리,개별난방,복도식
관악구,봉천동,A15106001,봉천신봉,아파트,서울특별시 관악구 양녕로6나길 18,혼합,19990511,2,277,127,150,위탁관리,개별난방,복도식
구로구,오류동,A15210103,동부2차아파트,아파트,서울특별시 구로구 경인로 248-13,분양,19990330,2,205,205,0,위탁관리,개별난방,혼합식
구로구,오류동,A15210210,오류삼천리,아파트,서울특별시 구로구 경인로8길 75,분양,19981128,4,423,423,0,위탁관리,개별난방,계단식
구로구,구로동,A15286802,구로현대상선,아파트,서울특별시 구로구 구일로10길 53,분양,19871029,2,290,290,0,위탁관리,개별난방,계단식
동작구,상도동,A15678102,상도삼호,아파트,서울특별시 동작구 상도로 407,혼합,19940225,5,682,461,221,위탁관리,중앙난방,혼합식
동작구,흑석동,A15679107,흑석한강센트레빌,아파트,서울특별시 동작구 흑석한강로 12,혼합,20110916,10,655,541,114,위탁관리,개별난방,혼합식
동작구,사당동,A15681503,사당극동,아파트,서울특별시 동작구 동작대로29길 119,분양,19931221,12,1550,1550,0,위탁관리,중앙난방,혼합식
강서구,화곡동,A15701002,우장산에스케이뷰,아파트,서울특별시 강서구 우현로 26,분양,20061026,2,203,203,0,위탁관리,개별난방,계단식
은평구,진관동,A41279910,은평뉴타운박석고개1단지,아파트,서울특별시 은평구 진관1로 21-10,혼합,20090112,16,947,606,341,위탁관리,지역난방,혼합식
은평구,진관동,A41279917,은평뉴타운우물골6단지,주상복합,서울특별시 은평구 진관2로 57-7,분양,20091223,11,353,353,0,위탁관리,지역난방,계단식
은평구,진관동,A41279918,은평뉴타운우물골7단지,아파트,서울특별시 은평구 진관2로 57-37,분양,20100115,22,472,472,0,위탁관리,지역난방,계단식
은평구,진관동,A41279927,은평뉴타운 구파발10단지 제1,아파트,서울특별시 은평구 진관3로 15-45,분양,20101130,9,334,334,0,위탁관리,지역난방,계단식
송파구,거여동,A10024787,이편한세상 송파파크센트럴,아파트,서울특별시 송파구 오금로 551,혼합,20210517,12,1199,972,227,위탁관리,지역난방,혼합식
서대문구,남가좌동,A10025130,DMC에코자이,아파트,서울특별시 서대문구 거북골로 84,혼합,20191227,11,1047,869,178,위탁관리,지역난방,혼합식
송파구,가락동,A10025850,헬리오시티아파트,아파트,서울특별시 송파구 송파대로 345,혼합,20181228,84,9510,8109,1401,위탁관리,지역난방,혼합식
성동구,하왕십리동,A10027289,센트라스,아파트,서울특별시 성동구 왕십리로 410,혼합,20161129,30,2529,2097,432,위탁관리,개별난방,계단식
노원구,월계동,A10027716,꿈의숲 SK뷰 아파트,아파트,서울특별시 노원구 월계로42길 97,분양,20160127,6,504,504,0,위탁관리,개별난방,계단식
중구,흥인동,A10095501,동대문와이즈캐슬,아파트,서울특별시 중구 퇴계로75길 7,분양,20141023,1,150,150,0,위탁관리(직영+위탁),개별난방,복도식
서대문구,연희동,A12071101,연희성원,아파트,서울특별시 서대문구 연희로32길 48,분양,20010531,8,581,581,0,위탁관리,개별난방,혼합식
마포구,상암동,A12127002,상암월드컵파크6단지,아파트,서울특별시 마포구 상암산로1길 57,분양,20050715,14,484,484,0,위탁관리,지역난방,계단식
마포구,도화동,A12181404,도화현대홈타운,아파트,서울특별시 마포구 새창로8길 72,분양,20000311,10,914,914,0,위탁관리,중앙난방,계단식
마포구,창전동,A12188205,신촌태영데시앙,아파트,서울특별시 마포구 서강로9길 45,분양,20031128,10,553,553,0,위탁관리,개별난방,계단식
동대문구,답십리동,A13003002,답십리동서울한양,아파트,서울특별시 동대문구 답십리로 184,분양,19890725,3,499,499,0,위탁관리,개별난방,복도식
동대문구,제기동,A13006003,제기이수브라운스톤,아파트,서울특별시 동대문구 왕산로23길 89,분양,20050314,4,299,299,0,위탁관리,개별난방,혼합식
동대문구,청량리동,A13086802,청량리홍릉동부,아파트,서울특별시 동대문구 홍릉로10길 48,분양,20010924,4,371,371,0,위탁관리,개별난방,계단식
중랑구,신내동,A13113001,신내동성7차,주상복합,서울특별시 중랑구 신내로14길 21,분양,19990427,1,235,235,0,위탁관리,개별난방,혼합식
중랑구,묵동,A13114002,묵동아이파크,아파트,서울특별시 중랑구 동일로157길 70,분양,20020621,8,601,601,0,위탁관리,개별난방,계단식
중랑구,신내동,A13187305,신내9단지,아파트,서울특별시 중랑구 신내로 127,분양,19960621,10,1315,1315,0,위탁관리,지역난방,복도식
도봉구,쌍문동,A13203001,쌍문동북한산월드메르디앙,아파트,서울특별시 도봉구 삼양로 566,분양,20050602,4,154,154,0,위탁관리,개별난방,계단식
도봉구,창동,A13290809,창동주공1단지,아파트,서울특별시 도봉구 해등로 113,분양,19900906,6,808,808,0,위탁관리,개별난방,복도식
성동구,금호동2가,A13380301,금호센트럴자이,아파트,서울특별시 성동구 금호로 117,분양,20120518,4,401,401,0,위탁관리,개별난방,계단식
강남구,청담동,A13510005,청담삼성진흥,아파트,"서울특별시 강남구 학동로87길 9,서울특별시 강남구 학동로88길 5,서울특별시 강남구 학동로 513",분양,19840718,7,630,630,0,위탁관리,지역난방,혼합식
강남구,수서동,A13522007,수서까치마을,아파트,서울특별시 강남구 광평로19길 10,분양,19930908,7,1403,1403,0,위탁관리,지역난방,복도식
성북구,돈암동,A13606102,돈암범양,아파트,서울특별시 성북구 정릉로 402-16,분양,19981209,5,499,499,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13610001,정릉우방아파트,아파트,서울특별시 성북구 북악산로 746,분양,19990728,1,196,196,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13610202,정릉푸르지오,아파트,서울특별시 성북구 보국문로 19,분양,20051128,7,403,403,0,위탁관리,개별난방,계단식
성북구,석관동,A13615002,석관코오롱,아파트,서울특별시 성북구 한천로 509,분양,19990612,6,10,10,0,위탁관리,개별난방,혼합식
서초구,반포동,A13780402,반포현대동궁,아파트,서울특별시 서초구 사평대로 154,분양,19910720,1,224,224,0,위탁관리,지역난방,혼합식
서초구,방배동,A13785302,방배우성,아파트,서울특별시 서초구 방배선행길 1,분양,19910506,9,468,468,0,위탁관리,개별난방,혼합식
서초구,서초동,A13788206,서초아크로비스타,주상복합,서울특별시 서초구 서초중앙로 188,분양,20040625,3,757,757,0,위탁관리,지역난방,계단식
송파구,문정동,A13820201,올림픽훼밀리타운,아파트,서울특별시 송파구 중대로 24,분양,19881221,56,4494,4494,0,위탁관리,지역난방,계단식
송파구,장지동,A13821003,송파파인타운5단지,아파트,서울특별시 송파구 충민로4길 5,혼합,20080822,6,455,230,225,위탁관리,개별난방,혼합식
송파구,잠실동,A13822001,잠실레이크팰리스,아파트,서울특별시 송파구 잠실로 88,분양,20061228,35,2678,2678,0,위탁관리,지역난방,계단식
송파구,잠실동,A13822002,잠실동트리지움,아파트,서울특별시 송파구 잠실로 62,분양,20070824,46,3696,3696,0,위탁관리,지역난방,계단식
송파구,잠실동,A13822004,잠실엘스아파트,아파트,서울특별시 송파구 올림픽로 99,분양,20080930,72,5678,5678,0,위탁관리,지역난방,계단식
송파구,장지동,A13876113,송파더센트레아파트,아파트,서울특별시 송파구 위례광장로 163,분양,20131101,12,1139,1139,0,위탁관리,지역난방,계단식
송파구,가락동,A13880105,가락2차쌍용아파트,아파트,서울특별시 송파구 송이로15길 31,분양,19991027,5,492,492,0,위탁관리,개별난방,계단식
노원구,월계동,A13905003,월계풍림아이원,아파트,서울특별시 노원구 화랑로47길 38,분양,20051216,8,484,484,0,위탁관리,개별난방,계단식
노원구,상계동,A13920706,상계주공4단지,아파트,"서울특별시 노원구 동일로 1362,서울특별시 노원구 동일로214길 21",분양,19880513,17,2136,2136,0,위탁관리,지역난방,복도식
노원구,중계동,A13922909,중계주공6단지,아파트,서울특별시 노원구 한글비석로8길 41,분양,19930331,4,600,600,0,위탁관리,중앙난방,복도식
노원구,상계동,A13971501,상계미도,아파트,서울특별시 노원구 덕릉로 459-18,분양,19880412,3,600,600,0,위탁관리,개별난방,복도식
노원구,공릉동,A13980009,공릉태릉우성,아파트,서울특별시 노원구 노원로 29,분양,19851028,9,432,432,0,위탁관리,개별난방,계단식
노원구,상계동,A13983810,상계수락파크빌,아파트,서울특별시 노원구 동일로248길 16,분양,20010529,7,468,468,0,위탁관리,지역난방,계단식
광진구,자양동,A14388204,자양7차현대홈타운,아파트,서울특별시 광진구 능동로4길 41,분양,20010531,4,252,252,0,위탁관리,개별난방,혼합식
광진구,자양동,A14388208,자양동삼성아파트,아파트,"서울특별시 광진구 자양번영로3길 65,서울특별시 광진구 뚝섬로40길 45,서울특별시 광진구 뚝섬로36가길 16",분양,19990414,4,375,375,0,위탁관리,개별난방,혼합식
영등포구,여의도동,A15001005,여의도금호리첸시아,주상복합,서울특별시 영등포구 여의동로 213,분양,20031126,2,248,248,0,위탁관리,지역난방,계단식
영등포구,당산동5가,A15004503,당산2차효성타운,아파트,서울특별시 영등포구 당산로42길 7,분양,20011012,3,258,258,0,위탁관리,개별난방,계단식
영등포구,당산동1가,A15080002,당산진로,아파트,서울특별시 영등포구 당산로 68,분양,19970829,4,461,461,0,위탁관리,개별난방,혼합식
관악구,봉천동,A15105602,봉천우성제2,아파트,서울특별시 관악구 관악로30길 40,임대,20001213,2,717,0,717,위탁관리,개별난방,복도식
관악구,봉천동,A15105603,관악우성아파트,아파트,서울특별시 관악구 관악로30길 12,분양,20001213,8,1597,1597,0,위탁관리,개별난방,혼합식
구로구,개봉동,A15209207,개봉동현대아파트,아파트,서울특별시 구로구 개봉로20길 6,분양,20010822,31,2412,2412,0,위탁관리,개별난방,계단식
강서구,화곡동,A15701003,우장산아이파크이편한세상,아파트,서울특별시 강서구 강서로 266,분양,20080108,42,2517,2517,0,위탁관리,지역난방,계단식
강서구,가양동,A15780704,가양3단지(강변),아파트,서울특별시 강서구 허준로 139,분양,19921202,12,1556,1556,0,위탁관리,지역난방,복도식
강서구,등촌동,A15783701,등촌임광,아파트,서울특별시 강서구 등촌로 113,분양,20000512,3,168,168,0,위탁관리,개별난방,혼합식
강서구,염창동,A15786116,염창금호,아파트,서울특별시 강서구 양천로 595,분양,19990402,4,290,290,0,위탁관리,개별난방,계단식
양천구,목동,A15875101,목동1단지,아파트,서울특별시 양천구 목동서로 38,분양,19851119,34,1882,1882,0,위탁관리,지역난방,혼합식
은평구,진관동,A41279916,은평뉴타운우물골5단지,아파트,서울특별시 은평구 진관2로 77,혼합,20091223,5,387,223,164,위탁관리,지역난방,혼합식
은평구,진관동,A41279920,은평뉴타운구파발9단지제2,아파트,서울특별시 은평구 진관3로 77,분양,20100709,13,486,486,0,위탁관리,지역난방,계단식
은평구,진관동,A41279932,은평뉴타운기자촌11단지,아파트,서울특별시 은평구 연서로46길 7,혼합,20150123,10,426,405,21,위탁관리,지역난방,혼합식
마포구,상수동,A10028177,래미안밤섬리베뉴 Ⅰ,아파트,서울특별시 마포구 독막로20나길 22,혼합,20141017,6,429,356,73,위탁관리,지역난방,계단식
노원구,중계동,A13985904,중계현대2차(4동),아파트,서울특별시 노원구 한글비석로15길 51,분양,19910202,3,313,313,0,위탁관리,지역난방,계단식
관악구,봉천동,A15106103,봉천은천2단지,아파트,서울특별시 관악구 인헌12길 46-1,분양,20000918,8,384,384,0,위탁관리,개별난방,혼합식
강서구,방화동,A15773501,방화월드메르디앙,아파트,서울특별시 강서구 양천로1길 117,분양,20040607,3,258,258,0,위탁관리,개별난방,계단식
송파구,잠실동,A13886701,잠실현대,아파트,서울특별시 송파구 백제고분로18길 7,분양,19900817,3,336,336,0,위탁관리,지역난방,계단식
영등포구,문래동6가,A15009607,문래현대2차,아파트,서울특별시 영등포구 문래로4길 6,분양,19871029,2,390,390,0,위탁관리,개별난방,혼합식
구로구,오류동,A15210105,오류동부덕고개,아파트,서울특별시 구로구 경인로 248-14,분양,19980711,3,152,152,0,위탁관리,개별난방,혼합식
서대문구,현저동,A12008001,독립문파크빌,아파트,서울특별시 서대문구 통일로 279-75,분양,20001213,4,290,290,0,위탁관리,개별난방,복도식
