시군구,동리,단지코드,단지명,단지분류,도로명주소,분양형태,사용승인일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형
중랑구,면목동,A13120001,면목마젤란21,아파트,서울특별시 중랑구 겸재로30길 42,분양,20070315,3,199,199,0,위탁관리,개별난방,계단식
중랑구,망우동,A13123102,중랑숲금호어울림,아파트,서울특별시 중랑구 양원역로 18,분양,20060428,13,686,686,0,위탁관리,개별난방,계단식
중랑구,묵동,A13185508,브라운스톤태릉,아파트,서울특별시 중랑구 공릉로18길 59,분양,20040311,6,587,587,0,위탁관리,개별난방,계단식
도봉구,쌍문동,A13203403,쌍문금호2차,주상복합,서울특별시 도봉구 해등로 241-14,분양,19911227,5,386,386,0,위탁관리,개별난방,계단식
도봉구,창동,A13204204,창동대우,아파트,서울특별시 도봉구 덕릉로63가길 43,분양,19951124,7,952,952,0,위탁관리,개별난방,계단식
도봉구,창동,A13204301,초안산신도브래뉴,아파트,서울특별시 도봉구 우이천로4라길 11-14,분양,20051028,2,213,213,0,위탁관리,개별난방,혼합식
도봉구,방학동,A13276417,벽산1,아파트,서울특별시 도봉구 방학로11길 36,분양,19910902,4,490,490,0,위탁관리,개별난방,혼합식
도봉구,쌍문동,A13287801,쌍문현대3차,아파트,서울특별시 도봉구 우이천로38가길 32,분양,19950609,3,287,287,0,위탁관리,개별난방,계단식
도봉구,창동,A13290404,창동금호어울림,아파트,서울특별시 도봉구 도봉로136가길 68,분양,20040105,7,299,299,0,위탁관리,개별난방,계단식
성동구,성수동1가,A13311101,성수금호3차,아파트,서울특별시 성동구 뚝섬로5길 17,분양,20030925,3,159,159,0,위탁관리,개별난방,계단식
성동구,금호동4가,A13380901,브라운스톤금호아파트,아파트,서울특별시 성동구 매봉길 24,분양,20070330,5,217,217,0,위탁관리,개별난방,계단식
성동구,마장동,A13381604,왕십리금호어울림아파트,아파트,서울특별시 성동구 마조로 57,분양,20060927,6,367,367,0,위탁관리,개별난방,계단식
성동구,성수동1가,A13384301,한양현대아파트,아파트,서울특별시 성동구 상원1길 17,분양,19990113,1,168,168,0,위탁관리,개별난방,혼합식
강동구,천호동,A13402204,강변그대가리버뷰,아파트,"서울특별시 강동구 올림픽로89길 58,서울특별시 강동구 올림픽로89길 57",분양,20070216,5,225,225,0,위탁관리,개별난방,계단식
강동구,둔촌동,A13406005,둔촌프라자,아파트,서울특별시 강동구 천호대로 1240,분양,19841210,4,354,354,0,위탁관리,개별난방,계단식
강동구,암사동,A13471501,암사한강현대,아파트,서울특별시 강동구 올림픽로104길 42,분양,19990531,3,417,417,0,위탁관리,개별난방,계단식
강동구,천호동,A13486701,천호삼익,아파트,서울특별시 강동구 상암로12길 13,분양,19971203,1,150,150,0,위탁관리,개별난방,혼합식
강남구,논현동,A13501001,동양파라곤,아파트,서울특별시 강남구 언주로130길 30,분양,20040602,4,203,203,0,위탁관리,개별난방,계단식
강남구,도곡동,A13527007,도곡1차아이파크,아파트,서울특별시 강남구 도곡로28길 8,분양,20070327,5,321,321,0,위탁관리,지역난방,계단식
강남구,대치동,A13528005,테헤란로대우아이빌,주상복합,서울특별시 강남구 테헤란로 428,분양,20040429,1,408,408,0,위탁관리,개별난방,복도식
강남구,역삼동,A13579501,역삼개나리푸르지오,아파트,서울특별시 강남구 역삼로 314,분양,20060814,5,332,332,0,위탁관리,지역난방,계단식
강남구,개포동,A13580001,개포현대3차,아파트,서울특별시 강남구 개포로 409,분양,19860331,5,198,198,0,위탁관리,지역난방,계단식
강남구,일원동,A13594203,푸른마을아파트,아파트,서울특별시 강남구 일원로14길 25,분양,19940127,11,930,930,0,위탁관리,지역난방,혼합식
강남구,개포동,A13599303,개포주공6단지,아파트,서울특별시 강남구 개포로 516,분양,19831026,9,1060,1060,0,위탁관리,지역난방,혼합식
성북구,동소문동4가,A13603401,동소문동송산,아파트,서울특별시 성북구 동소문로3길 101,분양,19980612,3,345,345,0,위탁관리,개별난방,혼합식
성북구,보문동3가,A13608301,보문아이파크,아파트,서울특별시 성북구 지봉로21길 19,분양,20030830,8,431,431,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13610007,정릉풍림아이원,아파트,"서울특별시 성북구 솔샘로25길 28,서울특별시 성북구 솔샘로25길 11-11,서울특별시 성북구 솔샘로 120",분양,20051228,28,1971,1971,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13610102,길음뉴타운10단지,아파트,서울특별시 성북구 정릉로 307,혼합,20081008,3,236,213,23,위탁관리,개별난방,계단식
성북구,정릉동,A13676605,길음뉴타운 데시앙,아파트,서울특별시 성북구 서경로 28,분양,19991122,6,514,514,0,위탁관리,개별난방,혼합식
성북구,종암동,A13686302,래미안 크리시엘 아파트 관리사무소,아파트,서울특별시 성북구 종암로25길 30,분양,20040924,17,1168,1168,0,위탁관리,개별난방,계단식
서초구,방배동,A13706302,방배래미안타워,아파트,서울특별시 서초구 남부순환로 2183,분양,20050107,4,344,344,0,위탁관리,개별난방,혼합식
서초구,신원동,A13716003,서초포레스타3단지,아파트,서울특별시 서초구 헌릉로8길 22,혼합,20140624,8,482,320,162,위탁관리,개별난방,계단식
서초구,반포동,A13776508,반포푸르지오,아파트,서울특별시 서초구 신반포로15길 4,분양,20001030,3,237,237,0,위탁관리,개별난방,계단식
송파구,풍납동,A13804003,풍납시티극동,아파트,서울특별시 송파구 한가람로 478,분양,19980527,3,442,442,0,위탁관리,개별난방,계단식
송파구,방이동,A13805002,올림픽선수기자촌아파트,아파트,서울특별시 송파구 양재대로 1218,분양,19880614,122,5540,5540,0,위탁관리,지역난방,혼합식
송파구,오금동,A13813010,오금현대아파트,아파트,서울특별시 송파구 오금로35길 17,분양,19841226,21,1316,1316,0,위탁관리,지역난방,계단식
송파구,문정동,A13820007,문정시영,아파트,서울특별시 송파구 송이로31길 56,분양,19890330,10,1316,1316,0,위탁관리,지역난방,복도식
송파구,가락동,A13880407,가락금호,아파트,서울특별시 송파구 송파대로32길 15,분양,19970811,8,915,915,0,위탁관리,지역난방,혼합식
송파구,가락동,A13881204,가락프라자,아파트,서울특별시 송파구 문정로 125,분양,19850731,11,673,673,0,위탁관리,지역난방,계단식
송파구,거여동,A13881601,거여우방,아파트,서울특별시 송파구 오금로56길 16,분양,19990909,3,257,257,0,위탁관리,개별난방,혼합식
송파구,방이동,A13883602,방이코오롱,아파트,"서울특별시 송파구 오금로31길 27,서울특별시 송파구 오금로31길 28",분양,19911018,6,758,758,0,위탁관리,지역난방,계단식
송파구,풍납동,A13887302,풍납동아한가람,아파트,서울특별시 송파구 한가람로 448,분양,19950613,7,782,782,0,위탁관리,개별난방,계단식
노원구,상계동,A13920803,상계주공16단지,아파트,서울특별시 노원구 동일로227길 86,분양,19880923,18,2392,2392,0,위탁관리,지역난방,복도식
노원구,상계동,A13981604,노원현대아파트,아파트,"서울특별시 노원구 상계로3길 50,서울특별시 노원구 상계로3길 53",분양,19970120,4,259,259,0,위탁관리,개별난방,계단식
노원구,월계동,A13984411,월계사슴3단지,아파트,서울특별시 노원구 월계로55길 15,분양,19950612,5,884,884,0,위탁관리,지역난방,복도식
용산구,한강로2가,A14001201,한강로벽산메가트리움,주상복합,서울특별시 용산구 한강대로43길 8,분양,20050506,2,248,248,0,위탁관리,개별난방,혼합식
용산구,효창동,A14074101,효창파크푸르지오,아파트,서울특별시 용산구 백범로 260,분양,20100831,7,307,307,0,위탁관리,개별난방,계단식
용산구,원효로4가,A14085101,원효로강변삼성스위트,아파트,서울특별시 용산구 원효로 40,분양,19991224,3,300,300,0,위탁관리,개별난방,복도식
강북구,번동,A14206001,번동삼성,아파트,서울특별시 강북구 도봉로98길 33,분양,19981203,1,228,228,0,위탁관리,개별난방,계단식
광진구,자양동,A14319001,자양경남아너스빌,아파트,서울특별시 광진구 자양로3길 55,분양,19970524,1,150,150,0,위탁관리,개별난방,혼합식
광진구,자양동,A14319006,자양2차현대,아파트,서울특별시 광진구 뚝섬로34길 9,분양,19950422,1,235,235,0,위탁관리,개별난방,계단식
광진구,자양동,A14319201,현대강변,아파트,서울특별시 광진구 자양로3가길 43,분양,19911210,2,208,208,0,위탁관리,개별난방,계단식
광진구,광장동,A14375301,광장힐스테이트,아파트,서울특별시 광진구 아차산로 537-17,분양,20120328,5,453,453,0,위탁관리,개별난방,계단식
광진구,자양동,A14386109,자양우성2차,아파트,서울특별시 광진구 뚝섬로 576,분양,19890722,3,405,405,0,위탁관리,개별난방,혼합식
영등포구,영등포동8가,A15003801,영등포삼환,아파트,서울특별시 영등포구 영중로 145,분양,19990531,7,520,520,0,위탁관리,개별난방,혼합식
영등포구,대림동,A15007002,신대림한솔솔파크,아파트,서울특별시 영등포구 도림천로 431,분양,20080930,5,232,232,0,위탁관리,개별난방,계단식
영등포구,대림동,A15007101,대림갑을명가,아파트,서울특별시 영등포구 대림로22길 29,분양,20051017,2,157,157,0,위탁관리,개별난방,계단식
영등포구,문래동3가,A15083601,문래국화,아파트,서울특별시 영등포구 도림로 464,분양,19831219,2,270,270,0,위탁관리,개별난방,계단식
관악구,신림동,A15101503,신림2차푸르지오,아파트,서울특별시 관악구 난곡로 66,분양,20070206,8,349,349,0,위탁관리,개별난방,계단식
관악구,봉천동,A15105004,보라매삼성,아파트,서울특별시 관악구 보라매로 62,분양,19960425,8,710,710,0,위탁관리,개별난방,계단식
관악구,신림동,A15190705,신림푸르지오,아파트,서울특별시 관악구 남부순환로 1430,분양,20050621,23,1456,1456,0,위탁관리,개별난방,계단식
구로구,구로동,A15205305,구로두산위브,아파트,서울특별시 구로구 디지털로31길 85,분양,20060728,9,660,660,0,위탁관리,개별난방,혼합식
구로구,오류동,A15210104,오류라인,아파트,서울특별시 구로구 경인로 230-13,분양,19951230,1,218,218,0,위탁관리,개별난방,복도식
구로구,오류동,A15210209,오류푸르지오,아파트,서울특별시 구로구 오류로8길 11,분양,20040416,6,378,378,0,위탁관리,개별난방,계단식
구로구,개봉동,A15280303,개봉거성푸르뫼2차아피트,아파트,서울특별시 구로구 고척로 82,분양,19940702,3,245,245,0,위탁관리,개별난방,계단식
구로구,고척동,A15283709,고척청구아파트,아파트,서울특별시 구로구 중앙로6길 5-15,분양,19990607,4,448,448,0,위탁관리,지역난방,혼합식
구로구,구로동,A15284204,구로성호주상복합,주상복합,서울특별시 구로구 가마산로 283,분양,20020506,1,206,206,0,위탁관리,개별난방,복도식
구로구,구로동,A15284305,구로새솔금호,아파트,서울특별시 구로구 공원로 35,분양,19960701,1,272,272,0,위탁관리,개별난방,혼합식
금천구,시흥동,A15303103,시흥성지,아파트,서울특별시 금천구 시흥대로51길 55,분양,19860813,2,4,4,0,위탁관리,개별난방,복도식
동작구,상도동,A15603502,래미안상도2차,아파트,서울특별시 동작구 상도로55길 47,분양,20031030,9,431,431,0,위탁관리,개별난방,계단식
동작구,사당동,A15609001,사당유니드,아파트,서울특별시 동작구 동작대로29길 195,분양,20090203,5,151,151,0,위탁관리,개별난방,계단식
동작구,사당동,A15609002,사당삼호그린,아파트,서울특별시 동작구 사당로2가길 188,분양,19991016,1,211,211,0,위탁관리,개별난방,혼합식
동작구,사당동,A15609005,사당 대림아파트,아파트,서울특별시 동작구 사당로17길 52,분양,19900807,12,1152,1152,0,위탁관리,개별난방+기타,계단식
동작구,사당동,A15609006,신동아5,아파트,서울특별시 동작구 동작대로29길 118,혼합,19981120,4,333,111,222,위탁관리,지역난방,혼합식
동작구,사당동,A15609301,사당롯데캐슬,아파트,서울특별시 동작구 사당로27길 181,분양,20040922,4,223,223,0,위탁관리,개별난방,계단식
동작구,사당동,A15609501,사당제일,아파트,서울특별시 동작구 사당로16다길 57,분양,19870213,3,296,296,0,위탁관리,개별난방,복도식
동작구,사당동,A15609502,사당자이,아파트,서울특별시 동작구 사당로2가길 102,분양,19991228,9,719,719,0,위탁관리,개별난방,혼합식
동작구,신대방동,A15672001,보라매우성,주상복합,서울특별시 동작구 보라매로5길 5,분양,19951114,2,199,199,0,위탁관리,개별난방,복도식
동작구,신대방동,A15672002,보라매삼성쉐르빌,주상복합,서울특별시 동작구 보라매로5길 43,분양,20030103,1,246,246,0,위탁관리,개별난방,계단식
동작구,사당동,A15677204,사당신동아4단지,아파트,서울특별시 동작구 동작대로29길 110,분양,19931221,8,912,912,0,위탁관리,중앙난방,혼합식
동작구,사당동,A15677501,남성두산위브트레지움,아파트,서울특별시 동작구 사당로13길 31,혼합,20111028,4,451,428,23,위탁관리,개별난방,계단식
동작구,사당동,A15681501,사당우성(4-3)아파트,아파트,서울특별시 동작구 동작대로29길 115,분양,19931221,6,855,855,0,위탁관리,중앙난방,혼합식
강서구,등촌동,A15703309,등촌주공5단지,아파트,서울특별시 강서구 공항대로39길 74,분양,19951010,9,1045,1045,0,위탁관리,지역난방,복도식
강서구,염창동,A15704028,염창동아1차,아파트,서울특별시 강서구 양천로69길 58,분양,19980629,5,778,778,0,위탁관리,개별난방,혼합식
강서구,마곡동,A15721001,마곡금호어울림,아파트,서울특별시 강서구 양천로47길 94,분양,20051121,2,180,180,0,위탁관리,개별난방,계단식
강서구,마곡동,A15721004,마곡한솔솔파크,아파트,서울특별시 강서구 양천로30길 77,분양,20050214,6,258,258,0,위탁관리,개별난방,계단식
강서구,마곡동,A15721009,마곡엠밸리2단지,아파트,서울특별시 강서구 마곡서1로 146,혼합,20140619,6,408,166,242,위탁관리,지역난방,혼합식
강서구,방화동,A15722001,마곡삼성,아파트,서울특별시 강서구 방화대로34길 113,분양,19980109,1,170,170,0,위탁관리,개별난방,계단식
강서구,가양동,A15780605,가양2단지,아파트,서울특별시 강서구 허준로 47,분양,19921118,10,1624,1624,0,위탁관리,지역난방,복도식
강서구,염창동,A15785919,염창우성1차,아파트,서울특별시 강서구 양천로67길 77,분양,19901109,4,339,339,0,위탁관리,개별난방,혼합식
강서구,염창동,A15786111,염창극동,아파트,서울특별시 강서구 양천로69길 18,분양,20000527,2,249,249,0,위탁관리,개별난방,혼합식
강서구,염창동,A15786405,염창우성2차,아파트,서울특별시 강서구 양천로67길 54,분양,19920520,1,186,186,0,위탁관리,개별난방,혼합식
강서구,염창동,A15786420,염창신동아,아파트,서울특별시 강서구 양천로67길 32,분양,19951213,3,348,348,0,위탁관리,개별난방,혼합식
양천구,신정동,A15807202,신정명지해드는터,아파트,서울특별시 양천구 신목로 43,분양,20031119,2,205,205,0,위탁관리,지역난방,계단식
양천구,신정동,A15807311,신트리3단지,아파트,서울특별시 양천구 신정로 290,분양,20001011,8,537,537,0,위탁관리,지역난방,혼합식
양천구,목동,A15880905,목동금호베스트빌,아파트,서울특별시 양천구 목동중앙북로8길 111,분양,20020327,5,495,495,0,위탁관리,지역난방,혼합식
양천구,신정동,A15886512,신정학마을1단지,아파트,서울특별시 양천구 신정로14길 6,분양,20001025,6,639,639,0,위탁관리,지역난방,혼합식
은평구,진관동,A41279912,은평뉴타운마고정3단지,아파트,서울특별시 은평구 진관2로 90,혼합,20091113,13,659,459,200,위탁관리,지역난방,혼합식
은평구,진관동,A41279924,은평뉴타운폭포동4단지제2,아파트,서울특별시 은평구 연서로44길 7,분양,20100614,15,571,571,0,위탁관리,지역난방,계단식
도봉구,방학동,A13283405,방학벽산2차,아파트,서울특별시 도봉구 시루봉로5길 48,분양,19980601,4,318,318,0,위탁관리,개별난방,계단식
성북구,돈암동,A13681304,돈암현대,아파트,서울특별시 성북구 정릉로 404,분양,19910613,6,619,619,0,위탁관리,개별난방,혼합식
노원구,상계동,A13981903,상계주공14단지,아파트,"서울특별시 노원구 동일로228길 23,서울특별시 노원구 수락산로 174",분양,19890421,26,2265,2265,0,위탁관리,지역난방,혼합식
영등포구,문래동3가,A15083602,문래공원한신,아파트,서울특별시 영등포구 문래로20길 14,분양,19880719,2,367,367,0,위탁관리,개별난방,혼합식
성동구,행당동,A13377901,행당두산위브아파트,아파트,서울특별시 성동구 행당로8길 8,분양,20091203,6,351,351,0,위탁관리,개별난방,계단식
노원구,상계동,A13921005,상계주공9단지,아파트,서울특별시 노원구 노원로 532,분양,19881024,23,2830,2830,0,위탁관리,지역난방,복도식
영등포구,당산동4가,A15004405,당산2차삼성,아파트,서울특별시 영등포구 당산로36길 12,분양,19970924,4,392,392,0,위탁관리,개별난방,혼합식
영등포구,신길동,A15005501,포레나 신길,아파트,서울특별시 영등포구 신길로 119,분양,20080626,6,284,284,0,위탁관리,개별난방,계단식
구로구,고척동,A15283711,고척벽산블루밍,아파트,서울특별시 구로구 경인로 390,분양,20030320,11,886,886,0,위탁관리,개별난방,계단식
마포구,신공덕동,A12185303,신공덕1차삼성래미안아파트,아파트,서울특별시 마포구 백범로37길 12,분양,20000814,11,834,834,0,위탁관리,중앙난방,복도식
광진구,자양동,A14319009,자양로얄동아,아파트,서울특별시 광진구 뚝섬로52마길 56,분양,19990916,4,322,322,0,위탁관리,개별난방,혼합식
구로구,항동,A10025386,항동하버라인 11단지 아파트,아파트,서울특별시 구로구 연동로 191-5,임대,20190222,3,276,0,276,위탁관리,지역난방,복도식
중랑구,신내동,A13176902,신내9단지임대,아파트,서울특별시 중랑구 신내로 127,임대,19960621,2,335,0,335,위탁관리,지역난방,복도식
관악구,봉천동,A15105006,낙성대현대홈타운,아파트,서울특별시 관악구 솔밭로7길 16,분양,20020225,2,297,297,0,위탁관리,개별난방,계단식
강서구,내발산동,A15728007,마곡수명산파크5단지,아파트,서울특별시 강서구 수명로2길 105,혼합,20080610,19,948,458,490,위탁관리,지역난방,혼합식
광진구,구의동,A10024667,구의세양아파트,아파트,서울특별시 광진구 구의강변로 84,분양,20020123,2,130,130,0,위탁관리,개별난방,계단식
도봉구,방학동,A13202103,방학삼성래미안2단지,아파트,서울특별시 도봉구 도봉로150길 42,분양,20021019,5,288,288,0,위탁관리,개별난방,계단식
강남구,논현동,A13501002,마일스디오빌,주상복합,서울특별시 강남구 학동로 165,분양,20041126,1,260,260,0,위탁관리,개별난방,복도식
노원구,중계동,A13922907,동진신안,아파트,서울특별시 노원구 중계로 195,분양,19930515,7,468,468,0,위탁관리,개별난방,계단식
강북구,번동,A14206307,번동솔그린,아파트,서울특별시 강북구 한천로109길 83,분양,19990916,4,380,380,0,위탁관리,개별난방,혼합식
영등포구,여의도동,A15076301,여의도대우트럼프월드,주상복합,서울특별시 영등포구 여의동로 143,분양,20021030,2,282,282,0,위탁관리,지역난방,계단식
관악구,신림동,A15101802,신림신도브래뉴,아파트,서울특별시 관악구 조원로16길 7,분양,20030401,4,304,304,0,위탁관리,개별난방,계단식
양천구,목동,A15805504,목동5단지,아파트,서울특별시 양천구 목동동로 350,분양,19860930,36,1848,1848,0,위탁관리,지역난방,혼합식
양천구,신정동,A15885306,신정쌍용,아파트,서울특별시 양천구 신목로 9,분양,19921125,2,270,270,0,위탁관리,지역난방,계단식
동작구,노량진동,A15605003,노량진쌍용예가,아파트,서울특별시 동작구 장승배기로16길 134,분양,20100826,5,299,299,0,위탁관리,개별난방,혼합식
은평구,진관동,A41279911,은평뉴타운박석고개제12단지아파트,아파트,서울특별시 은평구 진관1로 21-9,혼합,20090112,14,660,303,357,위탁관리,지역난방,혼합식
은평구,진관동,A41279929,은평뉴타운제각말5단지제4,아파트,서울특별시 은평구 연서로 455,분양,20100908,14,412,412,0,위탁관리,지역난방,계단식
강서구,방화동,A15785613,방화5단지,아파트,서울특별시 강서구 금낭화로 287-19,분양,19940817,6,1372,1372,0,위탁관리,지역난방,복도식
은평구,신사동,A12208103,신사동 한신 휴 플러스,아파트,서울특별시 은평구 갈현로1길 31,분양,20031128,7,296,296,0,위탁관리,개별난방,계단식
서대문구,충정로3가,A10024966,더스타일하우스디센트럴,주상복합,서울특별시 서대문구 경기대로 26-26,임대,20200117,2,499,0,499,위탁관리,개별난방,복도식
도봉구,창동,A13204409,창동동아청솔,아파트,서울특별시 도봉구 노해로69길 103,분양,19970324,18,1981,1981,0,위탁관리,지역난방,혼합식
마포구,공덕동,A12102005,마포현대아파트,아파트,서울특별시 마포구 마포대로11길 84,분양,19880509,5,480,480,0,위탁관리,개별난방,혼합식
도봉구,창동,A13204302,창동신창,아파트,서울특별시 도봉구 덕릉로62길 13,분양,19980707,5,609,609,0,위탁관리,중앙난방,복도식
도봉구,방학동,A13276414,방학신동아3단지,아파트,서울특별시 도봉구 방학로15길 26-7,분양,19920926,3,210,210,0,위탁관리,개별난방,계단식
도봉구,쌍문동,A13286107,쌍문한양6차,아파트,서울특별시 도봉구 시루봉로 58,분양,20020326,6,582,582,0,위탁관리,개별난방,계단식
성북구,정릉동,A13610103,정릉힐스테이트,아파트,서울특별시 성북구 정릉로 292,분양,20041223,7,355,355,0,위탁관리,개별난방,계단식
성북구,정릉동,A13676703,정릉1차e-편한세상,아파트,서울특별시 성북구 솔샘로24길 15,분양,20060602,11,739,739,0,위탁관리,개별난방,계단식
노원구,공릉동,A13980415,공릉두산힐스빌,아파트,서울특별시 노원구 공릉로 126,분양,20001018,8,579,579,0,위탁관리,개별난방,계단식
마포구,신수동,A12185602,신수세양청마루,아파트,서울특별시 마포구 독막로 209,분양,20031215,4,192,192,0,위탁관리,개별난방,혼합식
중랑구,신내동,A13113006,신내경남아너스빌,아파트,서울특별시 중랑구 봉화산로56길 112,분양,20070216,4,214,214,0,위탁관리,개별난방+기타,계단식
강동구,둔촌동,A13406204,둔촌신동아,아파트,서울특별시 강동구 양재대로96길 79,분양,20021115,3,357,357,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13610201,정릉2차대주피오레,아파트,서울특별시 성북구 아리랑로19길 86,분양,20080530,4,169,169,0,위탁관리,개별난방,계단식
송파구,거여동,A13881302,거여현대3차,아파트,서울특별시 송파구 거마로 41,분양,19930719,3,303,303,0,위탁관리,개별난방,계단식
송파구,가락동,A13895502,가락3차쌍용스윗닷홈(1~4동),아파트,"서울특별시 송파구 송이로19길 15,서울특별시 송파구 송이로21길 23,서울특별시 송파구 송이로19길 12-3",분양,20050228,4,206,206,0,위탁관리,개별난방,계단식
강북구,번동,A14206302,번동한진,아파트,서울특별시 강북구 월계로37길 65,분양,20001229,2,202,202,0,위탁관리,개별난방,혼합식
영등포구,당산동4가,A15080507,당산현대5차,아파트,서울특별시 영등포구 당산로42길 16,분양,20000327,13,976,976,0,위탁관리,개별난방,혼합식
금천구,독산동,A15370301,독산동한양수자인아파트,아파트,서울특별시 금천구 시흥대로150길 6,분양,20110930,4,246,246,0,위탁관리,개별난방,계단식
마포구,대흥동,A12181103,마포태영아파트,아파트,서울특별시 마포구 독막로 266,분양,19991120,14,1424,1424,0,위탁관리,지역난방,혼합식
강동구,강일동,A10024421,강동 리버스트 7단지 아파트,아파트,서울특별시 강동구 아리수로93가길 70,임대,20210223,2,1025,0,1025,위탁관리,지역난방,혼합식
구로구,항동,A10025527,하버라인10단지,아파트,서울특별시 구로구 항동로 60,임대,20190222,3,297,0,297,위탁관리,지역난방,복도식
중구,신당동,A10078103,청구e편한세상임대,아파트,서울특별시 중구 청구로 64,임대,20111213,2,158,0,158,위탁관리,개별난방,복도식
중구,신당동,A10078902,래미안신당하이베르임대,아파트,서울특별시 중구 퇴계로90길 74,임대,20111028,1,161,0,161,위탁관리,개별난방,복도식
종로구,무악동,A11008001,무악현대임대아파트,아파트,서울특별시 종로구 통일로 246-11,임대,20001021,2,550,0,550,위탁관리,개별난방,복도식
서대문구,홍은동,A12071003,홍은동미성아파트,아파트,서울특별시 서대문구 연희로41길 102,분양,19850320,4,300,300,0,위탁관리,개별난방,혼합식
마포구,상암동,A12127003,상암월드컵파크3단지,아파트,서울특별시 마포구 월드컵로 338,분양,20030930,9,540,540,0,위탁관리,지역난방,계단식
마포구,창전동,A12188202,창전현대홈타운,아파트,서울특별시 마포구 서강로 83,분양,20050818,5,243,243,0,위탁관리,개별난방,계단식
은평구,신사동,A12208205,미성아파트(신사동),아파트,서울특별시 은평구 증산로15길 35-10,분양,19871127,5,570,570,0,위탁관리,개별난방,복도식
동대문구,청량리동,A13086704,청량리한신,아파트,서울특별시 동대문구 제기로 131,분양,19971216,9,960,960,0,위탁관리,개별난방,혼합식
도봉구,방학동,A13202102,방학성원,아파트,서울특별시 도봉구 도당로6길 14-5,분양,19960612,4,258,258,0,위탁관리,개별난방,계단식
도봉구,창동,A13204001,창동대림,아파트,서울특별시 도봉구 노해로63길 75,분양,20031008,4,205,205,0,위탁관리,개별난방,계단식
도봉구,쌍문동,A13286110,"쌍문한양2,3,4차",아파트,서울특별시 도봉구 해등로 231,분양,19881130,9,1635,1635,0,위탁관리,개별난방,혼합식
강동구,암사동,A13405002,암사삼성광나루,아파트,서울특별시 강동구 상암로3길 77,분양,20021101,4,490,490,0,위탁관리,개별난방,계단식
강동구,명일동,A13407201,명일삼익그린11차,아파트,서울특별시 강동구 명일로 376,분양,19860630,1,152,152,0,위탁관리,개별난방,혼합식
강동구,강일동,A13410009,강일리버파크5단지,아파트,서울특별시 강동구 아리수로97길 20,혼합,20090713,9,722,290,432,위탁관리,지역난방,혼합식
강동구,강일동,A13410010,강일리버파크7단지,아파트,서울특별시 강동구 아리수로98길 25,혼합,20090609,11,731,276,455,위탁관리,지역난방,혼합식
강동구,천호동,A13486705,천호중앙하이츠,아파트,서울특별시 강동구 구천면로41길 79,분양,19981204,1,226,226,0,위탁관리,개별난방,혼합식
강남구,수서동,A13588601,수서동익,아파트,서울특별시 강남구 광평로39길 3,분양,19931126,4,330,330,0,위탁관리,지역난방,계단식
서초구,서초동,A13787102,서초2차e편한세상,아파트,서울특별시 서초구 효령로49길 57,분양,20050224,3,159,159,0,위탁관리,개별난방,계단식
노원구,상계동,A13920104,우림루미아트1.2단지,아파트,"서울특별시 노원구 동일로230가길 71,서울특별시 노원구 동일로238길 33",분양,20041117,3,275,275,0,위탁관리,개별난방,계단식
노원구,상계동,A13974103,상계은빛3단지,아파트,서울특별시 노원구 동일로250길 17,임대,19980912,9,900,0,900,위탁관리,지역난방,혼합식
노원구,공릉동,A13980509,공릉삼익4단지,아파트,서울특별시 노원구 동일로198가길 13,분양,19941207,4,525,525,0,위탁관리,지역난방,복도식
노원구,공릉동,A13980510,공릉2단지라이프,아파트,"서울특별시 노원구 동일로198가길 149,서울특별시 노원구 섬밭로 156",분양,19941207,4,660,660,0,위탁관리,지역난방,복도식
노원구,월계동,A13985105,월계청백3단지,아파트,서울특별시 노원구 월계로45가길 89,분양,19980810,4,458,458,0,위탁관리,지역난방,복도식
노원구,월계동,A13985107,월계청백4단지,아파트,서울특별시 노원구 월계로45가길 94,분양,19980810,4,520,520,0,위탁관리,지역난방,혼합식
영등포구,당산동5가,A15004505,당산유원제일2차,아파트,서울특별시 영등포구 선유동2로 56,분양,19840905,5,410,410,0,위탁관리,개별난방,계단식
구로구,천왕동,A15213005,천왕이펜하우스3단지,아파트,서울특별시 구로구 천왕로 56,혼합,20111012,13,1044,42,1002,위탁관리,개별난방,혼합식
동작구,상도동,A15603002,브라운스톤상도,아파트,서울특별시 동작구 상도로31길 19,분양,20071226,8,415,415,0,위탁관리,개별난방,계단식
양천구,목동,A15805109,목동대림2차,아파트,서울특별시 양천구 목동동로12길 23,분양,19940607,2,262,262,0,위탁관리,지역난방,계단식
서대문구,홍제동,A12009305,문화촌현대,아파트,서울특별시 서대문구 문화촌길 6-24,분양,20021122,4,767,767,0,위탁관리,개별난방,혼합식
강남구,수서동,A13522004,수서삼성,아파트,서울특별시 강남구 광평로31길 27,분양,19971101,12,680,680,0,위탁관리,지역난방,계단식
강서구,마곡동,A10026879,마곡13단지 힐스테이트마스터 아파트,아파트,서울특별시 강서구 마곡중앙1로 71,분양,20170410,22,1194,1194,0,위탁관리,지역난방,계단식
송파구,장지동,A10027632,송파 와이즈더샵,아파트,서울특별시 송파구 위례광장로 270,분양,20160226,6,390,390,0,위탁관리,지역난방,계단식
