단지코드,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체
A15780703,위탁관리,6,위탁관리,10,경진이앤씨,위탁관리,4,에코그린,음식물쓰레기종량제,위탁관리,성산산업개발
A15780704,위탁관리,9,위탁관리,26,예주산업(주),위탁관리,7,(주)위더스엔,음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15780705,위탁관리,12,위탁관리,24,(주) 엠컨트럴시스템,위탁관리,7,(주)엠컨트럴시스템,음식물쓰레기종량제,위탁관리,에이스나무병원(주)
A15780806,위탁관리,13,위탁관리,32,삼우안전관리(주),위탁관리,8,(주)두원이엔씨,음식물쓰레기종량제,위탁관리,(주)비엔비클릭
A15780904,위탁관리,7,위탁관리,13,(주) 한결에이엠,위탁관리,7,(주)한빛티에스,음식물쓰레기종량제,위탁관리,에스앤산업
A15780905,위탁관리,10,위탁관리,20,남경종합관리(주),위탁관리,10,(주)청아시스템,음식물쓰레기종량제,위탁관리,(주)에스엔산업
A15781002,위탁관리,7,위탁관리,6,태림주택종합관리,위탁관리,7,(주)태강티엠에스,음식물쓰레기종량제,위탁관리,지산아이앤씨
A15781003,위탁관리,8,위탁관리,12,코리아종합관리,위탁관리,7,(주)수림종합관리,음식물쓰레기종량제,위탁관리,지산INC
A15781201,위탁관리,3,위탁관리,3,(주)인덕종합관리,위탁관리,3,피누스이앤씨(주),음식물쓰레기종량제,위탁관리,성우서비스(주)
A15782501,위탁관리,2,위탁관리,2,CM자산,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15783701,위탁관리,2,위탁관리,4,(유)와이번스안전관리시스템,위탁관리,2,(유)와이번스안전관리시스템,차량수거방식,위탁관리,동진엠엔에스
A15783703,위탁관리,3,위탁관리,4,국제경보산업(주),위탁관리,2,선우환경(주),음식물쓰레기종량제,위탁관리,(주)태양이엔씨
A15783806,위탁관리,4,위탁관리,4,제상에스디,위탁관리,3,,기타,위탁관리,
A15783902,위탁관리,3,위탁관리,2,듀델코리아(주),위탁관리,2,에코그린티엠,음식물쓰레기종량제,위탁관리,성산산업개발(주)
A15783905,위탁관리,2,위탁관리,3,(주)듀델코리아,위탁관리,2,대주에이치알,음식물쓰레기종량제,위탁관리,대청그린웍스
A15783907,위탁관리,4,위탁관리,3,(유)탄천산업,위탁관리,3,(주)승학,음식물쓰레기종량제,위탁관리,(주)씨앤
A15784003,위탁관리,2,위탁관리,3,코리아종합관리(주),위탁관리,2,일신환경,음식물쓰레기종량제,위탁관리,
A15784008,위탁관리,5,위탁관리,5,삼우안전관리,위탁관리,4,동진종합시스템,음식물쓰레기종량제,위탁관리,(주)범주
A15784201,자치관리,2,위탁관리,2,공간종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15784402,위탁관리,3,위탁관리,6,새롬씨큐리티(주),위탁관리,2,위더스엔주식회사,음식물쓰레기종량제,위탁관리,이수환경
A15784601,위탁관리,2,위탁관리,4,아산종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15785002,위탁관리,2,위탁관리,3,(주)코리아종합관리,위탁관리,2,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A15785005,위탁관리,7,위탁관리,8,(주)에스제이종합,위탁관리,4,에이스시설관리(주),음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A15785507,위탁관리,4,위탁관리,6,코리아종합관리,위탁관리,3,(주)토탈안전관리,음식물쓰레기종량제,위탁관리,티엔크린(주)
A15785601,위탁관리,4,위탁관리,2,코리아이지텔(주),위탁관리,2,대진에스컴 주식회사,음식물쓰레기종량제,위탁관리,은광서비스 주식회사
A15785605,위탁관리,4,위탁관리,3,코리아종합관리,,0,,,위탁관리,
A15785608,위탁관리,6,위탁관리,6,(주)이데아그룹,위탁관리,5,에코그린TM,차량수거방식,위탁관리,삼우안전관리
A15785612,위탁관리,7,위탁관리,8,(주)다보산업관리,위탁관리,1,(주) 우리들관리,음식물쓰레기종량제,위탁관리,동진엠엔에스
A15785613,위탁관리,8,위탁관리,14,명신주택관리(주),위탁관리,7,,차량수거방식,위탁관리,
A15785703,위탁관리,3,위탁관리,2,(주)코리아종합관리,위탁관리,2,에코그린티엠,음식물쓰레기종량제,위탁관리,성산산업개발
A15785709,위탁관리,5,위탁관리,6,(주)지엔비,자치관리,2,,음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A15785710,자치관리,9,위탁관리,8,명신주택관리(주),위탁관리,7,청아시스템,차량수거방식,위탁관리,성산산업개발
A15785711,위탁관리,7,위탁관리,14,공간종합관리(주),위탁관리,6,공간종합관리(주),음식물쓰레기종량제,위탁관리,(주)삼우서비스
A15785919,위탁관리,4,위탁관리,6,국보종합관리,위탁관리,4,(주)대양씨앤지,음식물쓰레기종량제,위탁관리,(주)국보종합관리
A15786104,위탁관리,3,위탁관리,2,위더스앤주식회사,위탁관리,2,위더스앤주식회사,음식물쓰레기종량제,위탁관리,성산산업개발(주)
A15786111,위탁관리,3,위탁관리,2,(주)이데아,위탁관리,2,,기타,위탁관리,
A15786116,위탁관리,3,위탁관리,3,(유)와이번스안전관리시스템,위탁관리,2,(주)우리들관리,음식물쓰레기종량제,위탁관리,(주) 성산산업개발
A15786118,위탁관리,4,위탁관리,4,삼우안전관리,위탁관리,3,에코그린티엠,음식물쓰레기종량제,위탁관리,라이프티엠
A15786213,위탁관리,3,위탁관리,2,세화종합관리(주),위탁관리,3,세화ㅗㅇ합관리(주),음식물쓰레기종량제,위탁관리,(주)휘성
A15786222,자치관리,5,자치관리,4,,자치관리,3,,거점장비수거방식,위탁관리,주식회사 씨엔
A15786227,위탁관리,6,위탁관리,6,백송종합관리,위탁관리,4,태영관리,음식물쓰레기종량제,위탁관리,새롬에스엔씨
A15786312,위탁관리,2,위탁관리,4,탑종합관리,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A15786314,위탁관리,2,위탁관리,3,인덕종합관리,위탁관리,3,국제건물관리,음식물쓰레기종량제,위탁관리,공
A15786321,위탁관리,4,위탁관리,2,엘림에스(주),위탁관리,3,토탈안전관리,기타,위탁관리,이수환경공사
A15786405,위탁관리,2,위탁관리,2,예스종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15786408,위탁관리,3,위탁관리,5,코리아이지텔(주),자치관리(직영),1,,음식물쓰레기종량제,위탁관리,성산산업개발
A15786420,위탁관리,4,위탁관리,6,공간종합관리,위탁관리,3,국제건물관리(주),음식물쓰레기종량제,위탁관리,국보종합관리
A15786424,위탁관리,7,위탁관리,6,(주)우창개발,위탁관리,4,(주)가온종합관리,음식물쓰레기종량제,위탁관리,(주)성산산업개발
A15786426,위탁관리,5,위탁관리,6,(주)듀델코리아,위탁관리,5,,음식물쓰레기종량제,위탁관리,
A15786510,위탁관리,3,위탁관리,3,(주)듀델코리아,위탁관리,2,주식회사 에스제이두웰,음식물쓰레기종량제,위탁관리,주식회사 다빈환경
A15788203,위탁관리,4,위탁관리,8,예주산업(주),위탁관리,4,(주)청아시스템,차량수거방식,위탁관리,(주)지산아이앤씨
A15788302,위탁관리,4,위탁관리,10,인앤인주택관리(주),위탁관리,3,대양씨엔지(주),차량수거방식,위탁관리,(주)휘성
A15788901,위탁관리,3,위탁관리(직영+위탁),4,유원종합관리(주),위탁관리,2,서림폴리텍(주),음식물쓰레기종량제,위탁관리,(주)지산아이앤씨
A15791001,위탁관리,3,위탁관리,3,코리아이지텔(주),위탁관리,2,(주)한빛종합관리,거점장비수거방식,위탁관리,(주)정일종합관리
A15792602,위탁관리,18,위탁관리,29,(주)피누스이앤씨,위탁관리,23,(주)나래종합관리,거점장비수거방식,위탁관리,(주)참나무병원
A15805002,위탁관리,15,위탁관리,46,(주)동신종합관리,위탁관리,13,서림폴리텍(주),음식물쓰레기종량제,위탁관리,(주)씨에이에스
A15805003,위탁관리,16,위탁관리,70,동익,위탁관리,13,원광,음식물쓰레기종량제,위탁관리,대원에스테이트서비스
A15805101,위탁관리,2,위탁관리,2,국제경보산업,위탁관리,2,(유)대주에이치알,음식물쓰레기종량제,위탁관리(직영+위탁),성우서비스
A15805102,위탁관리,2,위탁관리,2,(주)미래에이비엠,위탁관리,2,(주)미래에이비엠,음식물쓰레기종량제,위탁관리,(주)미래에이비엠
A15805105,위탁관리,4,위탁관리,2,(유)탄천산업,위탁관리,2,새롬에스앤씨(주),음식물쓰레기종량제,위탁관리,신흥시스템
A15805109,위탁관리,4,위탁관리,4,(주)을지종합관리,위탁관리,3,(주)을지종합관리,음식물쓰레기종량제,위탁관리,세영에이앤씨(주)
A15805111,위탁관리,10,위탁관리,22,(주)홈스웰,위탁관리,15,(주)홈스웰,거점장비수거방식,위탁관리,(주)청정티엠에스
A15805114,위탁관리,18,위탁관리,26,(주)에스텍시스템,위탁관리,23,(주)현대종합관리,음식물쓰레기종량제,위탁관리,(주)좋은서비스
A15805115,위탁관리,23,위탁관리,45,유한회사탄천산업,위탁관리,18,유한회사탄천산업,음식물쓰레기종량제,위탁관리,(주)좋은서비스
A15805202,위탁관리,4,위탁관리,6,(주)코리아종합관리,위탁관리,4,(유)대주에이치알,음식물쓰레기종량제,위탁관리,나라개발시스템(주)
A15805203,위탁관리,4,위탁관리,6,(주)상우시스템,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A15805301,위탁관리,8,위탁관리,6,(주)국제안전시스템,위탁관리,7,엘림에스(유),음식물쓰레기종량제,위탁관리,주식회사 정일종합관리
A15805302,위탁관리,5,위탁관리,6,(주)에스알피,위탁관리,5,이오티앤디,음식물쓰레기종량제,위탁관리,성산산업개발
A15805303,위탁관리,10,위탁관리,12,(주)동익,위탁관리,15,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,에이스나무병원(주)
A15805403,위탁관리,4,위탁관리,6,위더스엠엔씨,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A15805404,위탁관리,5,위탁관리,7,(주)세계보안관리시스템,위탁관리,6,,음식물쓰레기종량제,위탁관리,
A15805501,자치관리,6,위탁관리,6,오행종합개발(주),위탁관리,6,오행종합개발,음식물쓰레기종량제,위탁관리,태양방역
A15805502,위탁관리,6,위탁관리,4,(주)에스원,위탁관리,6,,음식물쓰레기종량제,위탁관리,
A15805503,위탁관리,15,위탁관리,28,미래티엠에스(주),위탁관리,9,(주)밝은티에스,음식물쓰레기종량제,위탁관리,삼우안전관리(유)
A15805504,위탁관리,18,위탁관리,77,삼우안전관리(유),위탁관리,17,효명종합관리,음식물쓰레기종량제,위탁관리,좋은서비스
A15807001,위탁관리,4,위탁관리,4,엘림테크,위탁관리,4,두원,음식물쓰레기종량제,위탁관리,(주)휘성
A15807002,위탁관리,8,위탁관리,8,남광개발(주),위탁관리,8,남광개발(주),음식물쓰레기종량제,위탁관리,(주)에스앤산업
A15807003,위탁관리,4,위탁관리,3,대한티에스(주),위탁관리,2,디티에스,음식물쓰레기종량제,위탁관리,(주)라이프티엠
A15807004,위탁관리,5,위탁관리,6,예주산업(주),위탁관리,4,엘림에스(유),음식물쓰레기종량제,위탁관리,굿모닝대양(유)
A15807101,위탁관리,22,위탁관리,102,관리업체와 동일,위탁관리,21,(주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)동명환경
A15807202,위탁관리,4,위탁관리,2,(주)한영파트너스FH,위탁관리,2,주식회사 한영파트너스에프에이치,차량수거방식,위탁관리,(주)동진엠엔에스
A15807204,위탁관리,4,위탁관리,4,(주)코리아종합관리,위탁관리,2,성산산업개발,음식물쓰레기종량제,위탁관리,성산산업개발
A15807205,위탁관리,4,위탁관리,4,(주)코리아종합관리,위탁관리,3,성산산업개발(주),음식물쓰레기종량제,위탁관리,성산산업개발(주)
A15807208,위탁관리,5,위탁관리,8,남경종합관리.주,위탁관리,4,대주에이치알(유),음식물쓰레기종량제,위탁관리,(주)라이프티엠
A15807210,위탁관리,6,위탁관리,10,(주)듀델코리아,위탁관리,8,삼일시스템,음식물쓰레기종량제,위탁관리,굿모닝대양
A15807211,위탁관리,9,위탁관리,12,광인산업,위탁관리,9,,음식물쓰레기종량제,위탁관리,
A15807306,위탁관리,5,위탁관리,4,(주)에코그린티엠,위탁관리,5,(주)에코그린티엠,기타,위탁관리,동아기업환경
A15807311,위탁관리,7,위탁관리,6,예주산업(주),위탁관리,7,(주)효명종합관리,음식물쓰레기종량제,위탁관리,(주)좋은서비스
A15807313,위탁관리,6,위탁관리,4,(주)코리아종합관리,위탁관리,2,,음식물쓰레기종량제,위탁관리,
A15807315,위탁관리,11,위탁관리,11,(주)남경,위탁관리,13,남경,음식물쓰레기종량제,위탁관리,태양씨에스
A15807316,위탁관리,8,위탁관리,8,명원실업,위탁관리,7,명원실업,음식물쓰레기종량제,위탁관리,(주)에스앤산업
A15807601,위탁관리,5,위탁관리,6,(주)듀델코리아,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A15807603,위탁관리,8,위탁관리,12,kfns,위탁관리,7,kfns,거점장비수거방식,위탁관리,(주)성산산업
A15807604,위탁관리,13,위탁관리,48,인덕종합관리,위탁관리,11,두원에이앤씨,음식물쓰레기종량제,위탁관리,와이브이시스템
A15807605,위탁관리,22,위탁관리,100,(주)동익,위탁관리,22,(주)밝은티에스,음식물쓰레기종량제,위탁관리,(주)좋은서비스
A15807606,위탁관리,26,위탁관리,75,(주)와이번스안전관리시스템,위탁관리,23,한강티에스,음식물쓰레기종량제,위탁관리,좋은서비스
A15807701,자치관리,3,위탁관리,4,(주)듀델코리아,위탁관리,4,(주)듀델코리아,거점장비수거방식,위탁관리,(주)성산산업개발
A15807702,위탁관리,5,위탁관리,4,한국보안컨설팅(주),위탁관리,3,(주)이엠피서비스,음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A15807703,위탁관리,10,위탁관리,12,(주)듀델코리아,위탁관리,11,(주)이데아그룹,음식물쓰레기종량제,위탁관리,(주)와이브이시스템
A15807704,위탁관리,8,위탁관리,8,(주)이오티앤디,위탁관리,4,(주)이오티앤디,음식물쓰레기종량제,위탁관리,피누스이앤씨
A15807705,위탁관리,17,위탁관리,33,경진이앤지,위탁관리,12,삼우안전관리(주),음식물쓰레기종량제,위탁관리,삼우서비스(주)
A15807706,위탁관리,15,위탁관리,38,(주)듀델코리아,위탁관리,14,(주)효명종합관리,음식물쓰레기종량제,위탁관리,에이스나무병원(주)
A15807707,위탁관리,14,위탁관리,24,(주)예주산업,위탁관리,15,삼우안전관리(주),음식물쓰레기종량제,위탁관리,와이브이씨스템
