단지코드,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체
A13775102,자치관리,14,자치관리,2,,자치관리,4,,음식물쓰레기종량제,위탁관리,
A13776301,위탁관리,14,위탁관리,13,(주)에스원,위탁관리,15,우원티엠,음식물쓰레기종량제,위탁관리,태양씨에스
A13776508,위탁관리,4,자치관리,6,,자치관리,2,,거점장비수거방식,위탁관리,
A13776509,위탁관리,45,위탁관리,46,주식회사 에스텍시스템,위탁관리,50,태영건물종합관리(주),음식물쓰레기종량제,위탁관리,(주)다인서비스
A13776510,위탁관리,6,위탁관리,5,(주)혜진종합관리,위탁관리,6,(주)동아씨스템,거점장비수거방식,위탁관리,(주)와이브이시스템
A13778201,위탁관리,5,위탁관리,3,상우시스템,위탁관리,3,상우시스템,음식물쓰레기종량제,위탁관리,동진엠엔에스
A13778202,위탁관리,6,위탁관리,14,(주)이데야그룹,위탁관리,6,(주)이데아그룹,음식물쓰레기종량제,위탁관리,동진엠엔에스
A13778203,위탁관리,5,위탁관리,2,(주)상우시스템,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A13778204,위탁관리,10,위탁관리,5,코리아이지텔,위탁관리,17,홈스웰,음식물쓰레기종량제,위탁관리,세영에이앤씨
A13778205,위탁관리,8,위탁관리,9,주)듀델코리아,위탁관리,13,,음식물쓰레기종량제,위탁관리,
A13778207,위탁관리,5,위탁관리,2,이데아그룹,위탁관리,4,이데아그룹,음식물쓰레기종량제,위탁관리,동진엠엔에스(주)
A13778209,위탁관리,5,위탁관리,2,(주)미래에이비엠,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A13778210,위탁관리,5,위탁관리,3,(주)상우시스템,위탁관리,4,(주)상우시스템,음식물쓰레기종량제,위탁관리,청정티엠에스
A13778211,위탁관리,7,위탁관리(직영+위탁),4,남경종합관리(주),위탁관리,8,대호안전관리(주),기타,위탁관리,이수환경공사
A13778212,위탁관리,7,위탁관리,4,한국주택관리사,위탁관리,6,,음식물쓰레기종량제,위탁관리,
A13778306,위탁관리,8,위탁관리,6,(주)태성공사,위탁관리,1,(주)태영,차량수거방식,위탁관리,(주)대영디아이
A13780201,자치관리,2,자치관리,3,,자치관리,1,,차량수거방식,위탁관리,(주)조은에스디아이
A13780402,위탁관리,4,자치관리,4,,위탁관리,2,(주)더지엠에스,음식물쓰레기종량제,위탁관리,(주)The자람
A13780403,자치관리,5,위탁관리,10,(주)융성종합관리,위탁관리,5,세움(주),음식물쓰레기종량제,위탁관리,T&W환경
A13782601,위탁관리,4,위탁관리,4,강일기업,위탁관리,3,홈스웰,차량수거방식,위탁관리,태양방역
A13782602,자치관리,7,자치관리,36,,위탁관리,3,듀델코리아,음식물쓰레기종량제,위탁관리,대양디아이
A13782803,위탁관리,8,위탁관리,4,(주)에스원 서초,위탁관리,9,(주)아주관리,음식물쓰레기종량제,위탁관리,대양디아이(주)
A13782804,자치관리,15,자치관리,27,,자치관리(직영),10,,음식물쓰레기종량제,위탁관리,(주)에스엔산업
A13782902,위탁관리,3,위탁관리,6,경진이앤지,위탁관리,4,우원티엠,음식물쓰레기종량제,위탁관리,태양지앤씨
A13783001,위탁관리,6,위탁관리,7,(주)홈스웰,위탁관리,5,(주)블루써브,음식물쓰레기종량제,위탁관리,(주)블루써브
A13783802,위탁관리,4,위탁관리,6,홈스웰,위탁관리,4,홈스웰,차량수거방식,위탁관리,한솔환경
A13784102,위탁관리,5,위탁관리,8,피누스이앤씨,위탁관리,3,피누스이앤씨,음식물쓰레기종량제,위탁관리,피누스이앤씨
A13784401,위탁관리,3,위탁관리,4,(주) 승 학,위탁관리,2,태인,음식물쓰레기종량제,위탁관리,태인
A13785001,자치관리,6,자치관리,16,,자치관리,2,,음식물쓰레기종량제,위탁관리,삼정환경개발(주)
A13785005,자치관리,7,위탁관리,15,(주)가온종합관리,위탁관리,6,(주)인성종합관리,차량수거방식,위탁관리,(주)THE자람
A13785008,위탁관리,6,위탁관리,13,듀델코리아,위탁관리,12,듀델코리아,음식물쓰레기종량제,위탁관리,다인서비스(주)
A13785201,위탁관리,5,위탁관리,6,(주)승학,위탁관리,3,두원에이앤씨,음식물쓰레기종량제,위탁관리,동진엠엔에스
A13785203,위탁관리,7,위탁관리,9,듀델코리아,위탁관리,7,듀델코리아,음식물쓰레기종량제,위탁관리,와이브이시스템
A13785301,위탁관리,4,위탁관리,4,에코그린티엠,위탁관리,5,하이리치자산관리,거점장비수거방식,위탁관리,그린앤크린
A13785302,위탁관리,4,위탁관리,16,삼우안전(유),위탁관리,5,인덕종합관리,음식물쓰레기종량제,위탁관리,그린앤크린
A13785604,자치관리,9,자치관리,18,,위탁관리,8,우진개발환경,차량수거방식,위탁관리,청정티엠에스
A13785607,위탁관리,11,위탁관리,10,(주)에스원,위탁관리,13,승인산업,음식물쓰레기종량제,위탁관리,동진
A13785705,자치관리,4,자치관리,6,,위탁관리,4,나라개발시스템(주),거점장비수거방식,위탁관리,나라개발시스템(주)
A13786601,위탁관리,5,위탁관리,3,(주)뉴맨테크,위탁관리,3,위더스엔(주),음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13786606,위탁관리,10,위탁관리(직영+위탁),8,우리관리(주),위탁관리,7,우리관리,음식물쓰레기종량제,위탁관리,청정티엠에스
A13786704,위탁관리,2,위탁관리,4,(주)남경,자치관리(직영),2,,차량수거방식,위탁관리,주식회사공간종합관리
A13786901,위탁관리,4,위탁관리,4,이엠피서비스,위탁관리,3,라이프티엠,음식물쓰레기종량제,위탁관리,화성종합관리
A13787102,위탁관리,3,자치관리(직영),3,,위탁관리,2,승진시스템,음식물쓰레기종량제,위탁관리,(주)진도프로인
A13787105,위탁관리,4,위탁관리,3,엘림에스(유),위탁관리,2,엘림에스(유),음식물쓰레기종량제,위탁관리,삼우안전관리
A13788002,위탁관리,6,위탁관리,10,(주)경진이앤지,위탁관리,5,효명종합관리(주),음식물쓰레기종량제,위탁관리,효명종합관리(주)
A13788003,위탁관리,5,위탁관리,6,대원에스테이트서비스(주),위탁관리,3,대원에스테이트서비스 주식회사,음식물쓰레기종량제,위탁관리,(주)진도프로인
A13788201,위탁관리,3,위탁관리,3,새롬종합관리(주),위탁관리,3,태영,음식물쓰레기종량제,위탁관리,(주)태영
A13788203,자치관리,8,위탁관리,12,(주)듀델코리아,위탁관리,6,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)휘성
A13788206,위탁관리,38,위탁관리,31,에스텍시스템,위탁관리,23,(주)두원에이앤씨,거점장비수거방식,위탁관리,한국환경
A13788208,위탁관리,13,위탁관리,15,(주)듀델코리,위탁관리,14,(유)우원티엠,음식물쓰레기종량제,위탁관리,에이스나무병원(주)
A13789002,위탁관리,4,관리방식미정,0,,관리방식미정,0,,,관리방식미정,
A13789201,위탁관리,3,위탁관리,3,신현대관리,위탁관리,2,(주)신현대관리,음식물쓰레기종량제,위탁관리,삼정환경개발(주)
A13789203,위탁관리,11,위탁관리,12,(주)원광,위탁관리,8,탄천개발,음식물쓰레기종량제,위탁관리,삼정개발
A13790002,위탁관리,4,위탁관리,4,새롬씨큐리티(주),위탁관리,2,(주)상우시스템,음식물쓰레기종량제,위탁관리,(주)조은에스디아이
A13790003,위탁관리,5,위탁관리,6,(주)경진이앤지,위탁관리,3,(유)원광,음식물쓰레기종량제,위탁관리,태강티엠에스
A13790004,자치관리,9,위탁관리,8,(주)밝은티에스,위탁관리,5,,음식물쓰레기종량제,위탁관리,
A13790604,위탁관리,2,위탁관리,2,예스종합관리,위탁관리,1,주식회사 에이치엠씨,음식물쓰레기종량제,위탁관리,(주)휘성
A13790612,위탁관리,2,위탁관리(직영+위탁),6,광인에스테이트서비스(주),위탁관리,3,더지엠에스,음식물쓰레기종량제,위탁관리,(주)라이프티엠
A13790620,자치관리,6,위탁관리,10,(주)세이프원,위탁관리,5,(주)효종종합관,차량수거방식,위탁관리,세영에이엔씨(주)
A13790701,위탁관리,3,위탁관리,2,웅산개발,위탁관리,2,(유)우원티엠,음식물쓰레기종량제,위탁관리,한일환경
A13790703,위탁관리,3,자치관리,2,,위탁관리,2,일신환경,음식물쓰레기종량제,위탁관리,성우서비스
A13790706,위탁관리,3,위탁관리,2,대진에스컴(주),위탁관리,2,세움주식회사,음식물쓰레기종량제,위탁관리,한일환경
A13790707,자치관리,3,위탁관리,6,웅산산업개발(주),위탁관리,2,(주)태경종합관리,음식물쓰레기종량제,위탁관리,한빛티에스
A13790709,위탁관리,4,위탁관리,5,서일개발,위탁관리,2,대경방제개발,차량수거방식,위탁관리,(주)나래개발 시스템
A13790713,위탁관리,5,자치관리,5,,위탁관리,3,세움주식회사,음식물쓰레기종량제,위탁관리,한일환경
A13790714,위탁관리,6,위탁관리,8,경진이앤지,위탁관리,3,(주)더지엠에스,차량수거방식,위탁관리,거문환경
A13790716,위탁관리,4,위탁관리,8,웅산산업배발,위탁관리,4,탄천산업,음식물쓰레기종량제,위탁관리,우방환경
A13790717,자치관리,5,자치관리,8,,위탁관리,2,세움,음식물쓰레기종량제,위탁관리,거문환경
A13790721,자치관리,5,자치관리,6,,자치관리,3,,음식물쓰레기종량제,위탁관리,씨에스엠글로벌
A13790722,자치관리,7,자치관리(직영),18,,위탁관리,5,주)에코그린티엠,음식물쓰레기종량제,위탁관리,(주)동진엠엔에스
A13790726,자치관리,5,자치관리,6,탑종합관리,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A13790828,자치관리,14,위탁관리,34,삼우안전관리(유),위탁관리,12,,음식물쓰레기종량제,위탁관리,
A13790902,위탁관리,2,위탁관리,2,(주)세연종합관리,자치관리(직영),1,,음식물쓰레기종량제,위탁관리,성우서비스
A13790910,자치관리,4,위탁관리,5,두원에이앤씨,위탁관리,2,태영건물종합관리,음식물쓰레기종량제,위탁관리,TH서비스
A13790929,자치관리,19,자치관리,54,,위탁관리,14,,음식물쓰레기종량제,위탁관리,
A13792001,자치관리,24,위탁관리,120,원광,위탁관리,33,미래티엠에스,음식물쓰레기종량제,위탁관리,블루써브
A13792306,위탁관리,6,위탁관리,4,에스원,위탁관리,6,다웰,음식물쓰레기종량제,위탁관리,우원방재
A13804001,위탁관리,5,위탁관리,6,태경종합관리(주),위탁관리,3,(주)현대개발,음식물쓰레기종량제,위탁관리,티엔크린(주)
A13804002,위탁관리,6,위탁관리,6,(주)백송종합관리,위탁관리,3,일신환경(주),거점장비수거방식,위탁관리,태양지앤씨
A13804003,위탁관리,5,위탁관리,4,(주)백송종합관리,위탁관리,3,태영종합관리(주),음식물쓰레기종량제,위탁관리,태영종합관리(주)
A13804004,위탁관리,8,위탁관리,16,(주)백송종합관리,위탁관리,6,에코그린티엠,음식물쓰레기종량제,위탁관리,지산아이앤씨
A13804206,위탁관리,8,위탁관리,12,(유)현대관리시스템,위탁관리,7,(주)주원그린,음식물쓰레기종량제,위탁관리,(주)태은환경
A13805001,자치관리,7,위탁관리,10,(주)이오티앤디,위탁관리,7,일신환경(주),음식물쓰레기종량제,위탁관리,(주)태영
A13805002,위탁관리,49,위탁관리,222,예주산업(주),위탁관리,54,(주)백산티엠,차량수거방식,위탁관리,나라개발
A13811001,위탁관리,6,위탁관리,7,(주)혜진종합건설,위탁관리,2,유현종합관리,거점장비수거방식,위탁관리,하나환경
A13811202,위탁관리,6,위탁관리,8,아주관리,위탁관리,6,을지종합관리,음식물쓰레기종량제,위탁관리,동진엠앤에스
A13811203,자치관리,5,위탁관리,12,신현대관리,위탁관리,4,인덕종합관리(주),기타,위탁관리,동진엠엔엥스(주)
A13811204,위탁관리,5,위탁관리,5,(주)듀델코리아,위탁관리,2,주식회사서원에이스,음식물쓰레기종량제,위탁관리,하나환경개발
A13811205,위탁관리,6,위탁관리,12,(주)듀델코리아,위탁관리,5,(유)우원티엠,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13811206,위탁관리,8,위탁관리,12,태영그린,위탁관리,6,위더스엔 주식회사,음식물쓰레기종량제,위탁관리,태양방역
A13812001,위탁관리,2,위탁관리,5,현대관리시스템,위탁관리,2,(유)우원티엠,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13812002,위탁관리,3,위탁관리,2,(주)현대개발,위탁관리,2,(주)현대개발,음식물쓰레기종량제,위탁관리,태인이엔지
A13812003,위탁관리,3,위탁관리,4,웅산산업개발,위탁관리,3,(유)대주에이치알,음식물쓰레기종량제,위탁관리,태양방역
A13812004,위탁관리,4,위탁관리,3,(주)조현시스템,위탁관리,2,(주)조현시스템,음식물쓰레기종량제,위탁관리,(주)삼도
A13812005,위탁관리,9,위탁관리,9,인덕종합관리,위탁관리,8,인덕종합관리,음식물쓰레기종량제,위탁관리,조은에스디아이
A13813002,위탁관리,3,자치관리(직영),4,,위탁관리,2,(주)현대개발,음식물쓰레기종량제,위탁관리,태인
A13813003,위탁관리,2,위탁관리,2,(주)융성종합관리,위탁관리,2,폴리텍(주),차량수거방식,위탁관리,성산산업개발
A13813005,위탁관리,4,자치관리,6,,위탁관리,2,,음식물쓰레기종량제,위탁관리,(유)와이번스안전관리시스템
A13813006,위탁관리,4,위탁관리(직영+위탁),4,아주관리,위탁관리(직영+위탁),2,,거점장비수거방식,위탁관리,
A13813008,위탁관리,9,위탁관리,10,(주)이엠피서비스,위탁관리,10,(주)더지엠에스,음식물쓰레기종량제,위탁관리,(주)천호서비스
A13813010,위탁관리,19,위탁관리,44,탄천산업,위탁관리,17,열린서비스주식회사,음식물쓰레기종량제,위탁관리,(주)태인이앤지
A13816002,위탁관리,4,자치관리(직영),6,,위탁관리,4,(주)인성종합관리,음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13816101,위탁관리,3,위탁관리,4,세이프원주식회사,위탁관리,3,(유)대주에이치알,음식물쓰레기종량제,위탁관리,(주)동진엠앤에스
A13816202,위탁관리,9,위탁관리,14,(주)이데아그룹,위탁관리,5,EG TOTAL,음식물쓰레기종량제,위탁관리,에이스나무병원(주)
A13817001,위탁관리(직영+위탁),8,위탁관리,7,(유)현대관리시스템,위탁관리,9,(유)탄천산업,음식물쓰레기종량제,위탁관리,(주)와이브이시스템
A13817101,위탁관리,2,위탁관리,4,SHY&TM(주),위탁관리,2,,음식물쓰레기종량제,위탁관리,
A13819001,위탁관리,5,위탁관리,4,듀델코리아,위탁관리,5,듀델코리아,음식물쓰레기종량제,위탁관리,비앤비클린
A13820001,위탁관리,2,위탁관리,2,(주)승학,위탁관리,2,태인이앤지,음식물쓰레기종량제,위탁관리,태인이앤지
A13820002,위탁관리,2,위탁관리,2,,위탁관리,2,,차량수거방식,위탁관리,
A13820004,위탁관리,9,위탁관리,16,탄천산업,위탁관리,6,그린이앤에스,음식물쓰레기종량제,위탁관리,그린이앤에스
A13820005,위탁관리,7,위탁관리,8,(주)세계보안관리,위탁관리,5,(주)이데아그룹,음식물쓰레기종량제,위탁관리,대양디아이(주)
A13820006,위탁관리,14,위탁관리,18,(주)듀델코리아,위탁관리,24,승인산업,음식물쓰레기종량제,위탁관리,새롬에승엔씨
A13820007,위탁관리,10,위탁관리,0,(유)원광,위탁관리,10,(유)탄천산업,거점장비수거방식,위탁관리,삼우서비스 주식회사
A13820201,위탁관리,49,위탁관리,90,조현시스템,위탁관리,47,두원에이앤씨,음식물쓰레기종량제,위탁관리,1세영이엔씨(주)
A13821001,위탁관리,2,위탁관리,2,백산티엠,위탁관리,2,청아시스템,거점장비수거방식,위탁관리,청정티엠에스
A13821002,위탁관리,4,위탁관리,5,(주)세연종합관리,위탁관리,3,(주)청아시스템,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A13821003,위탁관리,5,위탁관리,4,(주)신화비엠씨,위탁관리,5, ㈜듀델코리아,거점장비수거방식,위탁관리,(유)우원티엠
A13821004,위탁관리,6,위탁관리,6,(주)국보종합관리,위탁관리,5,(주)국보종합관리,차량수거방식,위탁관리,(주)태영
A13821005,위탁관리,6,위탁관리,6,(주)백산티엠,위탁관리,5,,음식물쓰레기종량제,위탁관리,
A13821006,위탁관리,6,위탁관리,6,(주)미래환경,위탁관리,6,밝은티에스,거점장비수거방식,위탁관리,청정티디엠에스
A13821007,위탁관리,6,위탁관리,8,(주)엘림테크,위탁관리,6,주식회사 앰앰아이,거점장비수거방식,위탁관리,주식회사 청정티엠에스
A13822001,위탁관리,27,위탁관리,29,에스케이쉴더스,위탁관리,37,우원티엠,음식물쓰레기종량제,위탁관리,와이브이시스템
A13822002,위탁관리,30,위탁관리,39,세이프원,위탁관리,52,우원티엠,음식물쓰레기종량제,위탁관리,우원티엠
A13822003,위탁관리,44,위탁관리,51,에스케이쉴더스(주),위탁관리,65,제일씨앤에스,음식물쓰레기종량제,위탁관리,(주)토우에스이엠
A13822004,위탁관리,42,위탁관리,55,에스케이쉴더스(주),위탁관리,73,(주)두원에이앤씨,차량수거방식,위탁관리,삼우서비스
A13822301,위탁관리,38,위탁관리,33,(주타워피엠씨,위탁관리,31,,차량수거방식,위탁관리,
A13822701,위탁관리,17,위탁관리,57,새롬종합관리(주),위탁관리,21,,거점장비수거방식,위탁관리,
A13822702,위탁관리,18,위탁관리,60,예주산업(주),위탁관리,17,예주산업(주),음식물쓰레기종량제,위탁관리,와이브이시스템
A13822902,위탁관리,6,위탁관리,16,(유)탄천산업,위탁관리,7,(유)우원티엠,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13824001,자치관리,10,자치관리(직영),8,,자치관리(직영),8,,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A13824002,자치관리,8,자치관리,7,,자치관리(직영),7,,음식물쓰레기종량제,자치관리,
A13824003,위탁관리,7,위탁관리,5,,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A13824005,자치관리,35,위탁관리,90,와이번스(주),위탁관리,45,,차량수거방식,위탁관리,
A13824006,자치관리,50,위탁관리,56,(주)세이프원,위탁관리,80,삼우서비스(주),음식물쓰레기종량제,위탁관리,대양디아이주식회사
A13872502,위탁관리,18,위탁관리,17,에스텍시스템,위탁관리,15,삼우안전관리,거점장비수거방식,위탁관리,천호 서비스
A13872503,자치관리,7,위탁관리,6,(주)율산개발,위탁관리,6,(주)에스제이두웰,음식물쓰레기종량제,위탁관리,정정티엠에스
A13872504,자치관리,2,자치관리,4,,위탁관리,0,깨끗한환경,음식물쓰레기종량제,위탁관리,the자람
A13873701,위탁관리,1,위탁관리,2,원앤원산업개발,위탁관리,1,,음식물쓰레기종량제,위탁관리,
A13876108,위탁관리,6,위탁관리,6,(주)듀델코리아,위탁관리,6,듀델코리아,음식물쓰레기종량제,위탁관리,나라개발
A13876109,위탁관리,5,위탁관리,6,(주)코리아이지텔,위탁관리,3,(주)유현종합관리,음식물쓰레기종량제,위탁관리,세영에이앤씨(주)
A13876110,위탁관리,6,위탁관리,12,하이리치 자산관리(주),위탁관리,6,(주) 주원그린,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13876111,위탁관리,4,위탁관리,3,신화비엠씨,위탁관리,3,(주)와이번스,차량수거방식,위탁관리,우원티엠
A13876112,위탁관리,3,위탁관리,2,광인산업,위탁관리,2,에코그린(주),거점장비수거방식,위탁관리,나라개발시스템(주)
A13876113,위탁관리,9,위탁관리,6,(주)시큐원,위탁관리,12,두원에이엔씨,음식물쓰레기종량제,위탁관리,삼우서비스(주)
A13876114,위탁관리,16,위탁관리,12,(주)유케이개발,위탁관리,18,(주)인성종합관리,거점장비수거방식,위탁관리,(주)지산아이앤
A13877501,위탁관리,12,위탁관리,16,바른시스템,위탁관리,11,,음식물쓰레기종량제,위탁관리,
A13879102,자치관리,41,위탁관리,64,(유)탄천산업,위탁관리,40,(유)우원티엠,음식물쓰레기종량제,위탁관리,나라개발시스템(주)
A13880105,위탁관리,6,위탁관리,8,예주산업(주),위탁관리,4,(주)효명종합관리,음식물쓰레기종량제,위탁관리,주식회사 한빛티에스
A13880201,위탁관리,4,위탁관리,2,웅산산업개발,위탁관리,2,(주)듀델코리아,음식물쓰레기종량제,위탁관리,(주)화성종합관리
A13880204,위탁관리,6,위탁관리,8,유원종합관리(주),위탁관리,4,(주)듀델코리아,음식물쓰레기종량제,위탁관리,비앤비클린
A13880406,위탁관리,8,위탁관리,9,(유)와이번스안전관리시스템,위탁관리,9,(주)현대개발,차량수거방식,위탁관리,태양지앤씨
A13880407,위탁관리,8,위탁관리,8,(주)다온관리서비스,위탁관리,8,(주)이지종합관리,음식물쓰레기종량제,위탁관리,에이스 나무병원㈜
A13880602,위탁관리,3,위탁관리,2,웅산산업개발(주),위탁관리,2,청하시스템,음식물쓰레기종량제,위탁관리,더자람
A13880603,위탁관리,4,위탁관리,4,(주)세계보안관리시스템,위탁관리,2,세원종합관리,음식물쓰레기종량제,위탁관리,좋은생활환경
A13880701,위탁관리,6,위탁관리,8,(주)강일기업,자치관리(직영),3,,음식물쓰레기종량제,위탁관리,(유)미래환경
A13880806,위탁관리,22,위탁관리,24,(주)피누스이앤씨,위탁관리,19,(주)청아시스템,차량수거방식,위탁관리,(주)인터내셔날 태인
A13881005,위탁관리,9,위탁관리,9,(주)이엠피서비스,위탁관리,11,(주)크린써비스,음식물쓰레기종량제,위탁관리,동부이앤피(주)
A13881103,위탁관리,10,위탁관리,21,(주)이데아그룹,위탁관리,7,예주산업(주),음식물쓰레기종량제,위탁관리,(주)강동에코텍
A13881204,위탁관리,8,위탁관리,22,예주산업(주),위탁관리,8,(주)강일기업,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13881302,위탁관리,4,위탁관리,5,주식회사 승학,위탁관리,3,주식회사 승학,음식물쓰레기종량제,위탁관리,(주)한빛티에스
A13881401,위탁관리,4,위탁관리,4,이오티앤디,위탁관리,2,이오티앤디,음식물쓰레기종량제,위탁관리,동진엠앤에스
A13881601,위탁관리,4,위탁관리,4,(유)와이번스안전관리시스템,위탁관리,2,(유)우원티엠,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13881603,위탁관리,5,위탁관리,8,신현대관리,위탁관리,3,신현대관리,음식물쓰레기종량제,위탁관리,동아기업환경
A13881701,위탁관리,8,위탁관리,6,예주산업(주),위탁관리,9,(주)두원에이앤씨,음식물쓰레기종량제,위탁관리,(주)와이브이시스템
A13882401,위탁관리,3,위탁관리(직영+위탁),2,인동종합관리(주),위탁관리,2,,거점장비수거방식,위탁관리,
A13882402,위탁관리,4,위탁관리,2,(주)신현대관리,자치관리(직영),2,,음식물쓰레기종량제,위탁관리,(주)21세기종합관리
A13883601,위탁관리(직영+위탁),7,위탁관리(직영+위탁),19,,위탁관리(직영+위탁),3,,차량수거방식,위탁관리,
A13883602,위탁관리,9,위탁관리,16,(주)탄천산업,위탁관리,7,(주)국보종합관리,음식물쓰레기종량제,위탁관리,(주)국보종합관리
A13885102,위탁관리,8,위탁관리,12,인동종합관리,위탁관리,7,,음식물쓰레기종량제,위탁관리,
A13885301,자치관리,4,자치관리,2,,위탁관리,4,동진종합시스템,음식물쓰레기종량제,위탁관리,(주)덕정환경
A13885303,자치관리,6,자치관리,12,,위탁관리,4,두원에이앤씨,음식물쓰레기종량제,위탁관리,유원띠씨에스
A13885304,위탁관리,8,위탁관리,20,앰앰아이,위탁관리,8,,음식물쓰레기종량제,위탁관리,
A13885306,위탁관리,11,위탁관리,34,남광개발(주),위탁관리,9,남광개발(주),음식물쓰레기종량제,위탁관리,태인(주)
A13886009,위탁관리,8,위탁관리,18,바른시스템주식회사,위탁관리,6,우리관리(주),음식물쓰레기종량제,위탁관리,(유)우원방제
A13886701,위탁관리,4,위탁관리,8,현대관리시스템,위탁관리,3,엘림테크,음식물쓰레기종량제,위탁관리,조은에스디아이
A13887301,자치관리,4,위탁관리,4,(유)현대관리시스템,자치관리,2,,음식물쓰레기종량제,위탁관리,한국종합방재
A13887302,위탁관리,7,위탁관리,12,(유)탄천산업,위탁관리,6,(유)우원티엠,음식물쓰레기종량제,위탁관리,(유)우원티엠
A13887403,위탁관리,5,위탁관리,6,(주)승학,위탁관리,4,(주)듀델코리아,음식물쓰레기종량제,위탁관리,대양디아이
A13887405,위탁관리,7,위탁관리,13,(주)이데아그룹,위탁관리,5,(주)주원그린,음식물쓰레기종량제,위탁관리,지산아이앤씨
A13887702,위탁관리,5,위탁관리,6,강동(주),위탁관리,3,,음식물쓰레기종량제,위탁관리,
A13887901,위탁관리,3,위탁관리,3,한국보안컨설팅(주),위탁관리,2,,음식물쓰레기종량제,위탁관리,
A13895501,위탁관리,6,위탁관리,3,(주)두원에이앤씨,위탁관리,5,에코그린티엠,음식물쓰레기종량제,위탁관리,블루크린
A13895502,위탁관리,4,위탁관리,4,승학(주),위탁관리,2,듀델코리아,음식물쓰레기종량제,위탁관리,우원티엠
A13895503,위탁관리(직영+위탁),5,위탁관리,3,(주)한국관리서비스,위탁관리,4,한국관리서비스,차량수거방식,위탁관리,태양방역
A13905003,위탁관리,5,위탁관리,6,삼우안전관리(유),위탁관리,4,(유)와이번스안전관리시스템,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A13905101,위탁관리,2,위탁관리,2,(주)진성관리,위탁관리,2,(주)진성관리,음식물쓰레기종량제,위탁관리,(주)굿에어테크
A13905102,위탁관리,9,위탁관리,4,이데아,위탁관리,3,폴리텍,차량수거방식,위탁관리,동진엠앤에스
A13905105,위탁관리,8,위탁관리,10,(주)듀델코리아,위탁관리,15,듀델코리아,거점장비수거방식,위탁관리,한빛티에스
A13905202,위탁관리,4,위탁관리,2,(주)진성관리,위탁관리,2,(주)진성관리,음식물쓰레기종량제,위탁관리,굿데이
A13905204,위탁관리,5,위탁관리,2,(주)진성관리,위탁관리,3,,음식물쓰레기종량제,위탁관리,
A13905208,위탁관리,5,위탁관리,4,향우종합관리(주),위탁관리,4,티엔크린(주),음식물쓰레기종량제,위탁관리,티엔크린(주)
A13905301,위탁관리,4,위탁관리,4,한국보안컨설팅,위탁관리,3,동진종합시스템,음식물쓰레기종량제,위탁관리,동명환경
A13905302,위탁관리,6,위탁관리,8,(주)태양삼차원환경,위탁관리,6,인덕종합관리(주),음식물쓰레기종량제,위탁관리,(주)태강티엠에스
A13920001,위탁관리,4,위탁관리,4,국제안전시스템,위탁관리,2,인동종합관리(주),음식물쓰레기종량제,위탁관리,한빛티에스
A13920102,자치관리,4,자치관리(직영),3,,자치관리(직영),2,,음식물쓰레기종량제,위탁관리,(주)21세기매니지먼트
A13920104,위탁관리,3,위탁관리,4,(주)가온종합관리,위탁관리,3,(주)가온종합관리,음식물쓰레기종량제,위탁관리,(주)뉴리빙크린
A13920105,위탁관리,4,위탁관리,6,(주)덕우,위탁관리,3,,기타,위탁관리,
A13920106,위탁관리,4,위탁관리,4,(주)세원종합관리,위탁관리,3,(주)티엔크린,음식물쓰레기종량제,위탁관리,태은환경(주)
A13920202,위탁관리,4,위탁관리,4,주식회사 인동,위탁관리,2,주식회사 인동,음식물쓰레기종량제,위탁관리,티엔크린
A13920205,위탁관리,4,위탁관리,4,우진관리,위탁관리,3,신세기,차량수거방식,위탁관리,신세기
A13920207,위탁관리,5,위탁관리,6,(주)백송종합관리,위탁관리,4,(주)동진종합시스템,차량수거방식,위탁관리,(주)제일종합관리
A13920209,위탁관리,7,위탁관리,13,모아안전시스템,위탁관리,7,을지종합관리,음식물쓰레기종량제,위탁관리,태양지앤씨
A13920501,위탁관리,4,위탁관리,2,(주)케이비아주,위탁관리,2,인동종합관리(주),차량수거방식,위탁관리,(주)태강티엠에스
A13920506,위탁관리,12,위탁관리,22,주식회사 인동,위탁관리,11,(주)태강티엠에스,차량수거방식,위탁관리,(주)와이브이시스템
A13920703,자치관리,6,관리방식미정,3,,위탁관리,5,,,위탁관리,
