단지코드,건물구조,전기-수전용량,전기-세대전기계약방식,승강기관리-관리방식,승강기대수,총주차대수,CCTV대수,홈네트워크,부대복리시설,최고층수,지하층수
A15209206,철근콘크리트구조,2500,단일계약,위탁관리,19,1052,114,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",28,3
A15209303,철근콘크리트구조,950,단일계약,위탁관리,3,174,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,2
A10020664,,,,,0,0,,,,20,2
A15209205,철근콘크리트구조,1900,종합계약,위탁관리,15,709,79,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",25,2
A10020672,철근콘크리트구조,3750,종합계약,위탁관리,18,287,235,유,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소",24,3
A15280602,철근콘크리트구조,900,단일계약,위탁관리,4,167,4,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",19,0
A10020797,철근콘크리트구조,800,종합계약,위탁관리,4,133,80,유,관리사무소,20,4
A15209304,철근콘크리트구조,1023,종합계약,위탁관리,5,252,112,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,3
A15209003,철근콘크리트구조,325,단일계약,자치관리,2,114,16,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A10021629,,,,,0,0,,,,16,2
A10020958,철골철근콘크리트구조,1800,단일계약,관리방식미정,11,317,169,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",24,3
A15210207,철골철근콘크리트구조,800,단일계약,위탁관리,8,322,45,무,"관리사무소, 노인정, 어린이놀이터",24,2
A15210103,철근콘크리트구조,500,단일계약,위탁관리,4,240,28,무,"관리사무소, 어린이놀이터, 자전거보관소, 기타",19,3
A10026434,철근콘크리트구조,1950,단일계약,위탁관리,14,423,124,유,"관리사무소, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",18,0
A15289508,철근콘크리트구조,0,기타,,0,278,24,무,"관리사무소, 노인정, 어린이놀이터",3,1
A15210206,철근콘크리트구조,860,종합계약,위탁관리,6,177,30,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,0
A15210211,철근콘크리트구조,2100,단일계약,위탁관리,62,630,160,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",5,1
A15210102,철근콘크리트구조,900,단일계약,위탁관리,7,205,32,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,2
A15210212,철근콘크리트구조,1950,종합계약,위탁관리,19,670,116,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",24,2
A15210107,철근콘크리트구조,2550,단일계약,위탁관리,21,749,87,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",20,1
A15278301,철근콘크리트구조,750,단일계약,위탁관리,4,75,30,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,2
A15210105,철근콘크리트구조,800,단일계약,위탁관리,6,242,25,무,"관리사무소, 노인정, 어린이놀이터",18,2
A15210101,철근콘크리트구조,650,단일계약,위탁관리,4,120,40,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,1
A15210104,철근콘크리트구조,22900,종합계약,위탁관리,2,195,25,무,"관리사무소, 노인정, 어린이놀이터",22,2
A15210210,철근콘크리트구조,1525,단일계약,위탁관리,11,529,60,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",25,3
A15210209,철근콘크리트구조,1600,단일계약,관리방식미정,10,411,64,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",23,0
A15210106,철근콘크리트구조,750,단일계약,위탁관리,9,339,43,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",20,2
A10027522,철골철근콘크리트구조,860,기타,위탁관리,4,120,16,,"관리사무소, 노인정, 기타",15,1
A10020416,철골철근콘크리트구조,3150,종합계약,위탁관리,8,445,172,유,"관리사무소, 노인정, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",26,4
A15288301,철골콘크리트구조,0,기타,,0,224,15,무,"관리사무소, 노인정, 어린이놀이터",3,0
A15279101,철근콘크리트구조,4000,단일계약,위탁관리,35,1267,340,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",12,2
A10026729,철골철근콘크리트구조,450,종합계약,위탁관리,3,103,36,유,"관리사무소, 주민공동시설, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",10,1
A15210001,철근콘크리트구조,1400,종합계약,위탁관리,20,695,265,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",18,2
A15213007,철골철근콘크리트구조,2500,단일계약,위탁관리,25,1364,320,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소, 기타",20,2
A15213006,철골철근콘크리트구조,800,단일계약,위탁관리,11,343,151,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",17,4
A15213003,철근콘크리트구조,1600,단일계약,위탁관리,15,598,177,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",13,2
A15213005,철근콘크리트구조,3600,단일계약,위탁관리,29,1182,408,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",18,2
A15213004,철근콘크리트구조,1200,단일계약,위탁관리,16,541,170,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",15,2
A15213001,철골철근콘크리트구조,1500,단일계약,위탁관리,18,636,168,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",19,2
A15213002,철근콘크리트구조,1950,단일계약,위탁관리,44,757,251,무,,15,2
A10027764,철근콘크리트구조,1300,단일계약,위탁관리,6,262,67,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",15,1
A10026039,철골철근콘크리트구조,1000,종합계약,위탁관리,4,167,56,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,1
A10024849,철골철근콘크리트구조,2150,종합계약,위탁관리,9,497,137,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",20,2
A10024927,철근콘크리트구조,1650,종합계약,위탁관리,13,453,152,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소, 기타",17,1
A15271602,연와조,0,단일계약,,0,300,65,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",1,0
A15271601,철근콘크리트구조,950,단일계약,위탁관리,50,305,65,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5,1
A10025527,철골철근콘크리트구조,700,종합계약,위탁관리,14,221,65,유,"관리사무소, 문고, 주민공동시설",13,2
A10025564,철근콘크리트구조,925,종합계약,위탁관리,7,219,66,무,"관리사무소, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",12,2
A10025193,철근콘크리트구조,3800,단일계약,위탁관리,52,823,280,유,,18,2
A10025115,철근콘크리트구조,2750,단일계약,위탁관리,28,649,191,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",20,2
A10025386,철근콘크리트구조,700,종합계약,위탁관리,5,207,59,무,"관리사무소, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",15,2
A10025387,철근콘크리트구조,1600,단일계약,위탁관리,18,740,281,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",18,2
A10025614,철근콘크리트구조,3000,단일계약,위탁관리,37,1299,453,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",18,2
A10025302,철근콘크리트구조,1170,단일계약,위탁관리,13,310,128,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A10025858,철골철근콘크리트구조,1387,종합계약,위탁관리,18,406,133,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,2
A10023288,철근콘크리트구조,1287,종합계약,위탁관리,5,201,87,유,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",18,2
A15380403,철근콘크리트구조,3750,단일계약,위탁관리,66,1722,304,무,"관리사무소, 노인정, 어린이놀이터",25,4
A15380101,철근콘크리트구조,1060,단일계약,위탁관리,5,212,49,무,"관리사무소, 노인정, 자전거보관소",19,2
A10025913,철골철근콘크리트구조,900,단일계약,위탁관리,4,170,62,유,"관리사무소, 주민공동시설",12,3
A10023956,철근콘크리트구조,2700,단일계약,위탁관리,5,316,177,유,"관리사무소, 휴게시설, 커뮤니티공간",18,2
A10025116,철골철근콘크리트구조,2500,종합계약,위탁관리,13,449,183,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",39,6
A10027188,철골철근콘크리트구조,9400,단일계약,위탁관리,34,2265,548,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",35,2
A10026626,철근콘크리트구조,2100,종합계약,위탁관리,4,360,100,유,"관리사무소, 노인정, 보육시설, 커뮤니티공간",41,0
A10025946,철근콘크리트구조,5600,종합계약,위탁관리,28,1351,350,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",46,5
A15375810,철근콘크리트구조,1170,단일계약,위탁관리,5,216,47,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",25,2
A15381706,철근콘크리트구조,2750,단일계약,위탁관리,23,853,129,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",24,0
A15381402,철근콘크리트구조,780,단일계약,위탁관리,8,132,39,,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",21,2
A10020894,철근콘크리트구조,600,단일계약,위탁관리,3,136,24,무,,13,2
A15301105,철근콘크리트구조,1600,단일계약,위탁관리,13,648,107,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",22,1
A15370301,철골철근콘크리트구조,990,단일계약,위탁관리,10,258,85,무,,15,2
A10026024,철골콘크리트구조,22900,종합계약,위탁관리,3,92,6,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",20,1
A15382301,철근콘크리트구조,900,단일계약,위탁관리,8,371,50,무,"관리사무소, 노인정, 문고, 어린이놀이터, 자전거보관소",19,2
A10024302,철근콘크리트구조,5200,종합계약,위탁관리,28,1144,477,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,3
A15383308,철근콘크리트구조,4550,단일계약,위탁관리,16,843,110,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,0
A15375809,철근콘크리트구조,1900,단일계약,위탁관리,13,266,51,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A15383601,철근콘크리트구조,780,단일계약,위탁관리,3,139,27,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,0
A15383604,철골철근콘크리트구조,900,단일계약,위탁관리,5,239,59,무,,19,2
A15383307,철근콘크리트구조,2400,단일계약,위탁관리,32,841,135,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설",24,1
A15381303,철골철근콘크리트구조,650,단일계약,위탁관리,5,212,40,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,1
A10022155,,,,,0,0,,,,16,1
A10025447,철골철근콘크리트구조,600,종합계약,위탁관리,4,124,16,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A15303202,철근콘크리트구조,1100,단일계약,위탁관리,6,133,40,무,"관리사무소, 노인정, 어린이놀이터",20,2
A15303205,철근콘크리트구조,6850,단일계약,위탁관리,64,3146,538,무,"관리사무소, 노인정, 커뮤니티공간",20,4
A15303002,철근콘크리트구조,4558,단일계약,위탁관리,45,1542,464,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 기타",20,2
A15303502,콘크리트구조,750,종합계약,위탁관리,8,247,57,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,1
A15303203,철근콘크리트구조,2400,단일계약,위탁관리,14,766,96,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 기타",25,2
A15383905,철근콘크리트구조,1050,단일계약,위탁관리,7,575,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10,1
A15384603,철근콘크리트구조,900,단일계약,위탁관리,6,202,43,무,"관리사무소, 노인정, 휴게시설, 자전거보관소",15,1
A15386404,철근콘크리트구조,650,단일계약,위탁관리,2,168,18,무,"관리사무소, 어린이놀이터, 자전거보관소",13,1
