단지코드,건물구조,전기-수전용량,전기-세대전기계약방식,승강기관리-관리방식,승강기대수,총주차대수,CCTV대수,홈네트워크,부대복리시설,최고층수,지하층수
A15780602,철근콘크리트구조,950,종합계약,위탁관리,13,298,55,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,3
A10021562,철골철근콘크리트구조,700,단일계약,위탁관리,4,183,36,유,"관리사무소, 어린이놀이터, 자전거보관소",15,1
A15720001,철근콘크리트구조,5500,단일계약,위탁관리,20,1213,244,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",22,2
A15780604,철근콘크리트구조,2400,종합계약,위탁관리,33,1074,127,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,1
A10026879,철골철근콘크리트구조,5000,단일계약,위탁관리,84,1687,706,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",16,2
A15721001,철근콘크리트구조,800,단일계약,위탁관리,6,223,38,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,1
A10021574,철근콘크리트구조,109,단일계약,위탁관리,7,111,16,무,"관리사무소, 보육시설, 어린이놀이터, 자전거보관소",10,0
A15721005,철근콘크리트구조,1334,종합계약,위탁관리,16,541,145,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",17,2
A15721003,철근콘크리트구조,200,기타,위탁관리,6,209,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A10027452,철근콘크리트구조,1400,단일계약,위탁관리,18,570,195,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",16,2
A10027371,철골철근콘크리트구조,1500,단일계약,위탁관리,12,360,128,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",15,2
A10027403,철근콘크리트구조,1700,단일계약,위탁관리,13,377,145,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,2
A15721010,철근콘크리트구조,4420,종합계약,위탁관리,40,1449,397,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",16,2
A15728011,철골철근콘크리트구조,3200,종합계약,위탁관리,37,1311,346,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",16,2
A15721009,철근콘크리트구조,1500,종합계약,위탁관리,17,584,183,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",14,2
A15721011,철골철근콘크리트구조,1850,단일계약,위탁관리,15,504,175,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,2
A15721008,철근콘크리트구조,1800,단일계약,위탁관리,17,594,180,유,,15,3
A15722010,철근콘크리트구조,2530,종합계약,위탁관리,20,644,184,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",15,2
A15721006,철근콘크리트구조,5000,단일계약,위탁관리,48,1822,462,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",16,2
A15721007,철골콘크리트구조,3600,종합계약,위탁관리,33,1631,347,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",16,0
A10027433,철골철근콘크리트구조,1800,종합계약,위탁관리,20,633,266,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,2
A10024426,철근콘크리트구조,4450,단일계약,위탁관리,40,1765,283,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",16,2
A15721004,철골철근콘크리트구조,750,단일계약,위탁관리,30,293,58,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,1
A10027687,철근콘크리트구조,4250,종합계약,위탁관리,25,743,273,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,2
A15782501,철골철근콘크리트구조,1150,단일계약,위탁관리,7,247,41,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A15779704,철근콘크리트구조,1150,종합계약,위탁관리,9,233,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,1
A15728008,철근콘크리트구조,3920,단일계약,위탁관리,36,1579,142,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",15,2
A15728004,철골철근콘크리트구조,1500,단일계약,위탁관리,19,710,93,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A15728003,철근콘크리트구조,2000,단일계약,위탁관리,19,722,43,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",15,2
A15728006,철근콘크리트구조,2450,단일계약,위탁관리,31,1005,207,무,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A15728007,철근콘크리트구조,2409,단일계약,위탁관리,34,1010,177,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",15,2
A15728002,철골철근콘크리트구조,1260,단일계약,위탁관리,13,441,83,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",13,2
A15728005,철근콘크리트구조,1500,단일계약,위탁관리,19,712,90,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",13,2
A10021698,철골철근콘크리트구조,500,단일계약,,0,149,55,무,"관리사무소, 보육시설, 어린이놀이터, 휴게시설",4,1
A10020618,철근콘크리트구조,2750,종합계약,위탁관리,9,401,364,유,"관리사무소, 주민공동시설, 휴게시설, 커뮤니티공간, 자전거보관소",17,4
A15728013,철근콘크리트구조,575,단일계약,위탁관리,3,129,17,무,"관리사무소, 어린이놀이터, 자전거보관소",15,2
A15728010,철근콘크리트구조,950,종합계약,위탁관리,5,178,48,무,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",15,1
A15728009,철근콘크리트구조,8000,단일계약,위탁관리,64,2702,432,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",21,2
A15781201,철골콘크리트구조,1650,종합계약,위탁관리,10,244,98,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A10022156,,,,,0,0,,,,14,2
A10028020,철근콘크리트구조,500,단일계약,위탁관리,3,119,29,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",16,2
A10021866,철골콘크리트구조,750,종합계약,위탁관리,7,159,80,무,,15,2
A15722102,철근콘크리트구조,960,단일계약,위탁관리,16,215,36,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,1
A15722005,철근콘크리트구조,1300,단일계약,위탁관리,14,366,58,유,"관리사무소, 노인정, 어린이놀이터",15,1
A10025641,철근콘크리트구조,450,단일계약,위탁관리,2,137,38,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,15
A15722001,철근콘크리트구조,550,단일계약,위탁관리,7,220,32,,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A15722306,철근콘크리트구조,1250,단일계약,위탁관리,9,286,59,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",16,2
A15722201,철근콘크리트구조,700,단일계약,위탁관리,7,229,32,무,"관리사무소, 노인정, 어린이놀이터, 기타",13,2
A10021419,철근콘크리트구조,364,단일계약,위탁관리,5,155,96,유,,16,2
A15722003,철근콘크리트구조,900,종합계약,위탁관리,11,332,59,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A15722106,철근콘크리트구조,1040,단일계약,위탁관리,12,367,55,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A15777501,철근콘크리트구조,400,기타,위탁관리,11,422,93,무,"관리사무소, 노인정, 어린이놀이터",15,1
A15722104,철근콘크리트구조,800,단일계약,위탁관리,7,209,32,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,2
A15722004,철근콘크리트구조,1850,단일계약,위탁관리,14,440,127,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",12,1
A15785703,철근콘크리트구조,850,단일계약,위탁관리,6,208,41,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A15785507,철근콘크리트구조,1300,단일계약,위탁관리,13,317,62,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A15784601,철근콘크리트구조,800,단일계약,위탁관리,6,237,64,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,3
A15785005,철근콘크리트구조,350,단일계약,위탁관리,12,247,90,무,"관리사무소, 노인정, 어린이놀이터",15,0
A15722307,철근콘크리트구조,200,단일계약,위탁관리,5,239,18,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,0
A15785711,철근콘크리트구조,300,기타,위탁관리,14,335,70,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소, 기타",15,0
A15722314,철근콘크리트구조,870,기타,위탁관리,40,384,162,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A15785002,철근콘크리트구조,900,단일계약,위탁관리,9,206,49,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A15785710,철근콘크리트구조,2150,단일계약,위탁관리,23,986,146,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A15785613,철근콘크리트구조,1950,단일계약,위탁관리,18,562,88,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",13,0
A15785612,철근콘크리트구조,300,종합계약,위탁관리,12,254,72,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",13,0
A15785605,철근콘크리트구조,388,종합계약,위탁관리,3,92,37,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",9,0
A15722011,철근콘크리트구조,380,단일계약,위탁관리,4,77,16,무,"관리사무소, 어린이놀이터, 자전거보관소",10,1
A15785608,철근콘크리트구조,1629,단일계약,위탁관리,19,634,134,유,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",13,0
A15722204,벽돌구조,980,단일계약,위탁관리,12,322,46,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A15722108,철근콘크리트구조,2200,단일계약,위탁관리,26,540,64,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",16,2
A15778101,철근콘크리트구조,1675,단일계약,위탁관리,26,877,96,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",14,0
A15722007,철근콘크리트구조,870,단일계약,위탁관리,5,190,36,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",13,0
A10021043,,,,,0,0,,,,15,1
A15722203,철근콘크리트구조,970,종합계약,위탁관리,6,177,56,무,"관리사무소, 노인정, 어린이놀이터",15,0
A15773501,철근콘크리트구조,1000,단일계약,위탁관리,11,288,57,유,"관리사무소, 노인정, 어린이놀이터",14,1
A15785601,철근콘크리트구조,735,종합계약,위탁관리,8,166,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10,1
A15785709,철근콘크리트구조,337,단일계약,위탁관리,7,309,32,무,"관리사무소, 노인정, 어린이놀이터",15,0
A10024505,철근콘크리트구조,1350,종합계약,위탁관리,6,300,131,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",16,3
A15722304,철근콘크리트구조,900,단일계약,위탁관리,9,224,48,유,"관리사무소, 노인정, 어린이놀이터",15,0
A15288808,철골콘크리트구조,1900,종합계약,위탁관리,6,386,73,무,"관리사무소, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",29,3
A15288812,철근콘크리트구조,3250,단일계약,위탁관리,19,1484,107,무,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",25,2
A15288814,철근콘크리트구조,5050,종합계약,위탁관리,47,2784,174,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",27,2
A15288802,철근콘크리트구조,1082,종합계약,관리방식미정,5,249,63,유,,22,2
A15288805,철근콘크리트구조,2220,단일계약,위탁관리,10,411,77,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",23,2
A15288807,철근콘크리트구조,1500,단일계약,위탁관리,9,562,64,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",25,2
A15288813,철근콘크리트구조,3050,단일계약,위탁관리,22,1511,104,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",27,3
A15288809,철근콘크리트구조,2000,단일계약,위탁관리,13,779,121,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",26,3
A15288810,철근콘크리트구조,2950,단일계약,위탁관리,32,1057,144,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",27,3
A15277302,철골철근콘크리트구조,6250,종합계약,위탁관리,12,862,407,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",51,7
A15288611,철근콘크리트구조,1950,단일계약,위탁관리,7,540,57,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",13,1
A10020771,,,,,0,0,,,,10,2
A10028063,철골철근콘크리트구조,1150,종합계약,위탁관리,5,190,69,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 커뮤니티공간, 자전거보관소",27,2
A15288806,철근콘크리트구조,1250,단일계약,위탁관리,14,252,20,무,"관리사무소, 노인정, 어린이놀이터",15,0
A15288804,철근콘크리트구조,1160,단일계약,위탁관리,10,181,49,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A15288801,철근콘크리트구조,217,단일계약,위탁관리,2,136,26,무,"관리사무소, 노인정, 어린이놀이터",11,1
A15288803,철근콘크리트구조,795,단일계약,위탁관리,5,212,46,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",18,1
A10022406,,,,,0,0,,,,17,0
A10020550,철골콘크리트구조,1500,종합계약,위탁관리,3,150,50,유,,16,4
A15283807,철근콘크리트구조,1830,단일계약,위탁관리,5,342,76,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",31,3
A15284101,철근콘크리트구조,600,단일계약,위탁관리,2,194,23,무,"관리사무소, 휴게시설, 자전거보관소",23,5
A15285004,철근콘크리트구조,950,단일계약,위탁관리,9,258,46,무,"관리사무소, 노인정, 어린이놀이터",11,1
A15283803,철근콘크리트구조,650,단일계약,위탁관리,2,127,32,무,"관리사무소, 노인정, 보육시설",22,4
A15283806,철근콘크리트구조,884,단일계약,위탁관리,4,221,24,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",24,3
A15284302,철근콘크리트구조,1535,단일계약,위탁관리,6,225,90,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,4
A15205405,철골철근콘크리트구조,3500,단일계약,위탁관리,19,814,101,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",25,3
A15205305,철근콘크리트구조,3040,단일계약,위탁관리,14,585,127,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",21,2
A15205002,철근콘크리트구조,1100,단일계약,위탁관리,5,136,39,무,,21,2
A15284603,철근콘크리트구조,1100,단일계약,위탁관리,5,246,32,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",15,1
A15285503,철근콘크리트구조,0,기타,,0,340,1,무,"관리사무소, 노인정",5,0
A15284906,철근콘크리트구조,4000,단일계약,위탁관리,27,1470,170,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소, 기타",25,2
A15284305,철근콘크리트구조,1050,단일계약,위탁관리,6,224,40,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",24,3
A15284204,철골콘크리트구조,900,단일계약,위탁관리,2,163,17,무,"관리사무소, 자전거보관소",17,5
A15205301,철근콘크리트구조,850,단일계약,위탁관리,8,252,60,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",15,1
A10022146,,,,,0,0,,,,16,0
A10023471,철골철근콘크리트구조,3200,종합계약,위탁관리,5,255,181,무,"관리사무소, 주민공동시설, 휴게시설",20,4
A15286801,철근콘크리트구조,745,단일계약,위탁관리,4,203,26,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",15,2
A15283809,철근콘크리트구조,945,단일계약,위탁관리,8,288,26,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",15,0
A15205103,철근콘크리트구조,850,단일계약,위탁관리,18,228,49,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",18,1
A15286602,철근콘크리트구조,500,종합계약,위탁관리,4,197,16,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,0
A15288002,철근콘크리트구조,1300,단일계약,위탁관리,12,493,85,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,3
A15286809,철근콘크리트구조,4050,단일계약,위탁관리,34,1082,154,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,0
A15285804,철근콘크리트구조,2100,단일계약,위탁관리,13,617,108,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",24,2
A10021345,,,,,0,0,,,,11,0
A15286805,철근콘크리트구조,700,단일계약,위탁관리,3,126,16,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A15205303,철근콘크리트구조,1900,단일계약,위탁관리,12,498,106,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",19,0
A15205104,철골철근콘크리트구조,1750,단일계약,위탁관리,11,539,79,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",22,2
A15288004,철근콘크리트구조,1065,단일계약,위탁관리,10,359,17,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A15286802,철근콘크리트구조,1111,종합계약,위탁관리,10,158,30,무,"관리사무소, 노인정, 어린이놀이터",15,0
A15286807,철근콘크리트구조,1750,단일계약,위탁관리,22,450,90,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",15,0
A10021077,,,,,0,0,,,,17,0
A15205108,철근콘크리트구조,2250,단일계약,위탁관리,16,811,122,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",25,2
A10021330,철골철근콘크리트구조,600,종합계약,위탁관리(직영+위탁),4,124,31,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A10021832,철골철근콘크리트구조,800,종합계약,위탁관리,4,149,37,,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,1
A10027493,철골철근콘크리트구조,630,단일계약,위탁관리,3,101,12,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",15,2
A10022110,,,,,0,0,,,,20,2
A10021636,철골철근콘크리트구조,700,종합계약,위탁관리,4,169,47,무,,19,0
A15205508,철골철근콘크리트구조,2250,단일계약,위탁관리,7,496,139,유,"관리사무소, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",36,0
A15283902,철근콘크리트구조,895,단일계약,위탁관리,6,180,38,무,"관리사무소, 노인정, 어린이놀이터",15,0
A15205511,철근콘크리트구조,3000,단일계약,위탁관리,18,888,124,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",23,1
A15283801,철골철근콘크리트구조,990,종합계약,위탁관리,6,258,56,무,"관리사무소, 어린이놀이터, 자전거보관소",32,4
A15270501,철골철근콘크리트구조,890,단일계약,위탁관리,3,121,24,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",21,2
A15205513,철근콘크리트구조,3950,단일계약,위탁관리,26,1990,82,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",27,2
A15286210,철근콘크리트구조,1860,종합계약,위탁관리,11,379,110,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,2
A15205001,철근콘크리트구조,836,단일계약,위탁관리,5,223,35,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,1
A10021214,철골철근콘크리트구조,682,단일계약,위탁관리,5,115,32,무,,15,1
A15286806,철근콘크리트구조,1070,단일계약,위탁관리,10,408,86,무,,15,0
A10027507,철골철근콘크리트구조,290,종합계약,위탁관리,2,92,14,,"관리사무소, 노인정",15,0
A10020947,철골철근콘크리트구조,960,단일계약,위탁관리,4,120,44,무,"관리사무소, 주민공동시설, 휴게시설, 기타",36,2
A10020359,철골철근콘크리트구조,200,종합계약,위탁관리,5,162,63,유,,7,0
A15279402,철근콘크리트구조,900,단일계약,위탁관리,8,491,80,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",22,2
A15283701,철근콘크리트구조,300,단일계약,위탁관리,4,136,34,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",18,1
A15283603,철근콘크리트구조,1035,단일계약,위탁관리,11,263,32,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",19,2
A15279404,콘크리트구조,2800,단일계약,위탁관리,22,1179,149,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",21,4
A15283707,철근콘크리트구조,950,단일계약,위탁관리,14,246,52,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A15283706,철근콘크리트구조,750,단일계약,위탁관리,8,448,53,유,"관리사무소, 노인정, 어린이놀이터",23,1
A15208005,철근콘크리트구조,950,단일계약,위탁관리,7,207,47,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A15208006,철근콘크리트구조,2050,단일계약,위탁관리,12,409,100,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소, 기타",20,2
A15283711,철근콘크리트구조,3250,단일계약,위탁관리,19,1054,188,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",25,2
A15208202,철근콘크리트구조,880,단일계약,위탁관리,5,287,52,무,"관리사무소, 노인정, 자전거보관소, 기타",19,0
A15208003,철근콘크리트구조,2500,단일계약,위탁관리,14,671,63,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",24,2
A15282810,철근콘크리트구조,1600,종합계약,위탁관리,17,547,52,유,"관리사무소, 노인정, 어린이놀이터",13,0
A10021933,,,,,0,0,,,,17,4
A10023604,철골콘크리트구조,8700,종합계약,위탁관리,35,1737,854,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 자전거보관소",45,3
A10023598,철근콘크리트구조,4000,종합계약,관리방식미정,22,896,302,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",35,2
A15208201,철근콘크리트구조,800,단일계약,위탁관리,3,169,36,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",16,2
A15283702,철근콘크리트구조,732,단일계약,위탁관리,8,159,36,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",13,2
A15282608,철근콘크리트구조,990,단일계약,위탁관리,7,320,52,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",11,0
A15208007,철근콘크리트구조,1100,단일계약,위탁관리,5,210,58,유,,20,3
A15283709,철근콘크리트구조,1650,단일계약,위탁관리,10,465,75,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",22,3
A15279401,철근콘크리트구조,400,종합계약,위탁관리,3,107,16,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,4
A15279403,철근콘크리트구조,2650,단일계약,위탁관리,28,910,238,유,"관리사무소, 노인정, 어린이놀이터",12,2
A15208204,철근콘크리트구조,1250,단일계약,위탁관리,10,434,57,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",23,2
A15282403,철근콘크리트구조,925,단일계약,위탁관리,6,153,25,무,"관리사무소, 노인정, 어린이놀이터",10,0
A15282405,철골철근콘크리트구조,0,단일계약,,0,200,23,무,,5,1
A15283704,철근콘크리트구조,950,단일계약,위탁관리,8,360,48,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",19,2
A15209007,철근콘크리트구조,4902,단일계약,위탁관리,25,1159,252,유,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",25,2
A15280304,철근콘크리트구조,700,단일계약,위탁관리,8,240,43,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",18,0
A15280303,철근콘크리트구조,800,단일계약,위탁관리,7,237,30,무,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",19,0
A15275101,철근콘크리트구조,750,단일계약,위탁관리,6,139,30,무,"관리사무소, 노인정, 어린이놀이터",19,2
A15209006,철골철근콘크리트구조,500,종합계약,위탁관리,3,103,30,유,"관리사무소, 어린이놀이터",18,1
A15209004,철근콘크리트구조,2500,단일계약,위탁관리,16,827,93,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",27,2
A10021547,,,,,0,0,,,,11,2
A15209207,조적구조,6100,단일계약,위탁관리,55,3068,376,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",25,0
A15209203,철근콘크리트구조,1550,단일계약,위탁관리,10,526,80,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",28,2
A15209202,철근콘크리트구조,1600,단일계약,위탁관리,11,318,52,무,"관리사무소, 노인정, 어린이놀이터",24,3
A15209201,철근콘크리트구조,782,단일계약,위탁관리,4,174,48,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",24,2
A10024745,철근콘크리트구조,7400,종합계약,위탁관리,33,1256,382,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",35,2
A15282105,철근콘크리트구조,1250,단일계약,위탁관리,7,442,42,유,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",25,2
A15209002,철근콘크리트구조,6500,단일계약,위탁관리,42,2540,434,유,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소, 기타",25,2
A15209305,철근콘크리트구조,3400,단일계약,위탁관리,31,1423,208,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",24,3
